Partno,Judgement1,Word Pair,Judged Value,Recall,COS,LSA ,FSG
36,associative,String_Thread,80,0,0.456293158,0.169274,0.071
37,associative,String_Thread,65,1,0.456293158,0.169274,0.071
38,associative,String_Thread,50,0,0.456293158,0.169274,0.071
39,associative,String_Thread,25,0,0.456293158,0.169274,0.071
40,associative,String_Thread,80,0,0.456293158,0.169274,0.071
41,associative,String_Thread,85,1,0.456293158,0.169274,0.071
42,associative,String_Thread,80,1,0.456293158,0.169274,0.071
43,associative,String_Thread,100,1,0.456293158,0.169274,0.071
44,associative,String_Thread,NA,1,0.456293158,0.169274,0.071
45,associative,String_Thread,80,1,0.456293158,0.169274,0.071
1,associative,Fruit_Orange,10,NA,0.423321504,0.329082,0.174
2,associative,Fruit_Orange,NA,NA,0.423321504,0.329082,0.174
3,associative,Fruit_Orange,20,NA,0.423321504,0.329082,0.174
4,associative,Fruit_Orange,85,0,0.423321504,0.329082,0.174
5,associative,Fruit_Orange,50,0,0.423321504,0.329082,0.174
6,associative,Fruit_Orange,80,1,0.423321504,0.329082,0.174
7,associative,Fruit_Orange,50,0,0.423321504,0.329082,0.174
8,associative,Fruit_Orange,24,1,0.423321504,0.329082,0.174
9,associative,Fruit_Orange,3,0,0.423321504,0.329082,0.174
10,associative,Fruit_Orange,20,1,0.423321504,0.329082,0.174
11,associative,Fruit_Orange,70,0,0.423321504,0.329082,0.174
12,associative,Fruit_Orange,60,1,0.423321504,0.329082,0.174
13,associative,Fruit_Orange,50,1,0.423321504,0.329082,0.174
14,associative,Fruit_Orange,15,0,0.423321504,0.329082,0.174
15,associative,Fruit_Orange,30,0,0.423321504,0.329082,0.174
16,associative,Fruit_Orange,20,0,0.423321504,0.329082,0.174
17,associative,Fruit_Orange,40,1,0.423321504,0.329082,0.174
18,associative,Fruit_Orange,30,1,0.423321504,0.329082,0.174
19,associative,Fruit_Orange,40,0,0.423321504,0.329082,0.174
20,associative,Fruit_Orange,75,1,0.423321504,0.329082,0.174
21,associative,Fruit_Orange,NA,1,0.423321504,0.329082,0.174
22,associative,Fruit_Orange,50,1,0.423321504,0.329082,0.174
23,associative,Fruit_Orange,10,1,0.423321504,0.329082,0.174
24,associative,Fruit_Orange,5,1,0.423321504,0.329082,0.174
25,associative,Fruit_Orange,50,1,0.423321504,0.329082,0.174
26,associative,Fruit_Orange,20,1,0.423321504,0.329082,0.174
27,associative,Fruit_Orange,NA,NA,0.423321504,0.329082,0.174
28,associative,Fruit_Orange,20,0,0.423321504,0.329082,0.174
29,associative,Fruit_Orange,50,0,0.423321504,0.329082,0.174
30,associative,Fruit_Orange,70,0,0.423321504,0.329082,0.174
31,associative,Fruit_Orange,60,1,0.423321504,0.329082,0.174
32,associative,Fruit_Orange,33,1,0.423321504,0.329082,0.174
33,associative,Fruit_Orange,45,1,0.423321504,0.329082,0.174
34,associative,Fruit_Orange,30,1,0.423321504,0.329082,0.174
35,associative,Fruit_Orange,NA,1,0.423321504,0.329082,0.174
36,associative,Fruit_Orange,60,1,0.423321504,0.329082,0.174
37,associative,Fruit_Orange,70,NA,0.423321504,0.329082,0.174
38,associative,Fruit_Orange,60,0,0.423321504,0.329082,0.174
39,associative,Fruit_Orange,10,1,0.423321504,0.329082,0.174
40,associative,Fruit_Orange,25,0,0.423321504,0.329082,0.174
41,associative,Fruit_Orange,30,0,0.423321504,0.329082,0.174
42,associative,Fruit_Orange,80,1,0.423321504,0.329082,0.174
43,associative,Fruit_Orange,90,1,0.423321504,0.329082,0.174
44,associative,Fruit_Orange,NA,0,0.423321504,0.329082,0.174
45,associative,Fruit_Orange,50,1,0.423321504,0.329082,0.174
1,associative,Travel_Go,20,0,0.380594895,0.229215,0.033
2,associative,Travel_Go,NA,NA,0.380594895,0.229215,0.033
3,associative,Travel_Go,NA,0,0.380594895,0.229215,0.033
4,associative,Travel_Go,45,0,0.380594895,0.229215,0.033
5,associative,Travel_Go,30,0,0.380594895,0.229215,0.033
6,associative,Travel_Go,5,0,0.380594895,0.229215,0.033
7,associative,Travel_Go,20,1,0.380594895,0.229215,0.033
8,associative,Travel_Go,40,1,0.380594895,0.229215,0.033
9,associative,Travel_Go,44,1,0.380594895,0.229215,0.033
10,associative,Travel_Go,15,0,0.380594895,0.229215,0.033
11,associative,Travel_Go,30,0,0.380594895,0.229215,0.033
12,associative,Travel_Go,80,0,0.380594895,0.229215,0.033
13,associative,Travel_Go,100,0,0.380594895,0.229215,0.033
14,associative,Travel_Go,28,0,0.380594895,0.229215,0.033
15,associative,Travel_Go,20,1,0.380594895,0.229215,0.033
16,associative,Travel_Go,60,0,0.380594895,0.229215,0.033
17,associative,Travel_Go,75,0,0.380594895,0.229215,0.033
18,associative,Travel_Go,20,1,0.380594895,0.229215,0.033
19,associative,Travel_Go,35,0,0.380594895,0.229215,0.033
20,associative,Travel_Go,80,0,0.380594895,0.229215,0.033
21,associative,Travel_Go,NA,NA,0.380594895,0.229215,0.033
22,associative,Travel_Go,12,0,0.380594895,0.229215,0.033
23,associative,Travel_Go,10,0,0.380594895,0.229215,0.033
24,associative,Travel_Go,40,1,0.380594895,0.229215,0.033
25,associative,Travel_Go,85,1,0.380594895,0.229215,0.033
26,associative,Travel_Go,15,0,0.380594895,0.229215,0.033
27,associative,Travel_Go,NA,NA,0.380594895,0.229215,0.033
28,associative,Travel_Go,40,1,0.380594895,0.229215,0.033
29,associative,Travel_Go,1,0,0.380594895,0.229215,0.033
30,associative,Travel_Go,50,0,0.380594895,0.229215,0.033
31,associative,Travel_Go,40,1,0.380594895,0.229215,0.033
32,associative,Travel_Go,48,0,0.380594895,0.229215,0.033
33,associative,Travel_Go,5,0,0.380594895,0.229215,0.033
34,associative,Travel_Go,50,0,0.380594895,0.229215,0.033
35,associative,Travel_Go,NA,0,0.380594895,0.229215,0.033
36,associative,Travel_Go,25,1,0.380594895,0.229215,0.033
37,associative,Travel_Go,60,1,0.380594895,0.229215,0.033
38,associative,Travel_Go,30,0,0.380594895,0.229215,0.033
39,associative,Travel_Go,40,0,0.380594895,0.229215,0.033
40,associative,Travel_Go,75,0,0.380594895,0.229215,0.033
41,associative,Travel_Go,80,0,0.380594895,0.229215,0.033
42,associative,Travel_Go,40,0,0.380594895,0.229215,0.033
43,associative,Travel_Go,100,1,0.380594895,0.229215,0.033
44,associative,Travel_Go,NA,0,0.380594895,0.229215,0.033
45,associative,Travel_Go,25,1,0.380594895,0.229215,0.033
1,associative,Dress_Skirt,10,NA,0.638133472,0.696537,0.165
2,associative,Dress_Skirt,NA,NA,0.638133472,0.696537,0.165
3,associative,Dress_Skirt,NA,NA,0.638133472,0.696537,0.165
4,associative,Dress_Skirt,32,1,0.638133472,0.696537,0.165
5,associative,Dress_Skirt,99,0,0.638133472,0.696537,0.165
6,associative,Dress_Skirt,50,1,0.638133472,0.696537,0.165
7,associative,Dress_Skirt,60,1,0.638133472,0.696537,0.165
8,associative,Dress_Skirt,75,1,0.638133472,0.696537,0.165
9,associative,Dress_Skirt,65,0,0.638133472,0.696537,0.165
10,associative,Dress_Skirt,60,1,0.638133472,0.696537,0.165
11,associative,Dress_Skirt,80,0,0.638133472,0.696537,0.165
12,associative,Dress_Skirt,80,1,0.638133472,0.696537,0.165
13,associative,Dress_Skirt,25,0,0.638133472,0.696537,0.165
14,associative,Dress_Skirt,42,0,0.638133472,0.696537,0.165
15,associative,Dress_Skirt,20,1,0.638133472,0.696537,0.165
16,associative,Dress_Skirt,60,1,0.638133472,0.696537,0.165
17,associative,Dress_Skirt,20,1,0.638133472,0.696537,0.165
18,associative,Dress_Skirt,40,1,0.638133472,0.696537,0.165
19,associative,Dress_Skirt,40,1,0.638133472,0.696537,0.165
20,associative,Dress_Skirt,70,0,0.638133472,0.696537,0.165
21,associative,Dress_Skirt,NA,NA,0.638133472,0.696537,0.165
22,associative,Dress_Skirt,55,1,0.638133472,0.696537,0.165
23,associative,Dress_Skirt,70,1,0.638133472,0.696537,0.165
24,associative,Dress_Skirt,3,1,0.638133472,0.696537,0.165
25,associative,Dress_Skirt,75,1,0.638133472,0.696537,0.165
26,associative,Dress_Skirt,55,1,0.638133472,0.696537,0.165
27,associative,Dress_Skirt,NA,NA,0.638133472,0.696537,0.165
28,associative,Dress_Skirt,20,1,0.638133472,0.696537,0.165
29,associative,Dress_Skirt,50,1,0.638133472,0.696537,0.165
30,associative,Dress_Skirt,75,1,0.638133472,0.696537,0.165
31,associative,Dress_Skirt,85,1,0.638133472,0.696537,0.165
32,associative,Dress_Skirt,67,1,0.638133472,0.696537,0.165
33,associative,Dress_Skirt,80,1,0.638133472,0.696537,0.165
34,associative,Dress_Skirt,30,1,0.638133472,0.696537,0.165
35,associative,Dress_Skirt,NA,1,0.638133472,0.696537,0.165
36,associative,Dress_Skirt,85,1,0.638133472,0.696537,0.165
37,associative,Dress_Skirt,80,1,0.638133472,0.696537,0.165
38,associative,Dress_Skirt,60,1,0.638133472,0.696537,0.165
39,associative,Dress_Skirt,25,1,0.638133472,0.696537,0.165
40,associative,Dress_Skirt,50,1,0.638133472,0.696537,0.165
41,associative,Dress_Skirt,65,1,0.638133472,0.696537,0.165
42,associative,Dress_Skirt,70,1,0.638133472,0.696537,0.165
43,associative,Dress_Skirt,80,1,0.638133472,0.696537,0.165
44,associative,Dress_Skirt,NA,0,0.638133472,0.696537,0.165
45,associative,Dress_Skirt,25,1,0.638133472,0.696537,0.165
1,associative,America_USA,5,1,0.527799145,0.179811,0.185
2,associative,America_USA,NA,NA,0.527799145,0.179811,0.185
3,associative,America_USA,NA,NA,0.527799145,0.179811,0.185
4,associative,America_USA,80,1,0.527799145,0.179811,0.185
5,associative,America_USA,100,0,0.527799145,0.179811,0.185
6,associative,America_USA,90,1,0.527799145,0.179811,0.185
7,associative,America_USA,60,1,0.527799145,0.179811,0.185
8,associative,America_USA,90,1,0.527799145,0.179811,0.185
9,associative,America_USA,66,0,0.527799145,0.179811,0.185
10,associative,America_USA,70,1,0.527799145,0.179811,0.185
11,associative,America_USA,100,1,0.527799145,0.179811,0.185
12,associative,America_USA,90,1,0.527799145,0.179811,0.185
13,associative,America_USA,100,1,0.527799145,0.179811,0.185
14,associative,America_USA,95,1,0.527799145,0.179811,0.185
15,associative,America_USA,80,1,0.527799145,0.179811,0.185
16,associative,America_USA,30,0,0.527799145,0.179811,0.185
17,associative,America_USA,99,1,0.527799145,0.179811,0.185
18,associative,America_USA,75,1,0.527799145,0.179811,0.185
19,associative,America_USA,70,1,0.527799145,0.179811,0.185
20,associative,America_USA,100,1,0.527799145,0.179811,0.185
21,associative,America_USA,NA,NA,0.527799145,0.179811,0.185
22,associative,America_USA,75,1,0.527799145,0.179811,0.185
23,associative,America_USA,100,1,0.527799145,0.179811,0.185
24,associative,America_USA,80,1,0.527799145,0.179811,0.185
25,associative,America_USA,95,1,0.527799145,0.179811,0.185
26,associative,America_USA,25,0,0.527799145,0.179811,0.185
27,associative,America_USA,NA,NA,0.527799145,0.179811,0.185
28,associative,America_USA,60,1,0.527799145,0.179811,0.185
29,associative,America_USA,99,1,0.527799145,0.179811,0.185
30,associative,America_USA,95,1,0.527799145,0.179811,0.185
31,associative,America_USA,95,1,0.527799145,0.179811,0.185
32,associative,America_USA,80,1,0.527799145,0.179811,0.185
33,associative,America_USA,75,1,0.527799145,0.179811,0.185
34,associative,America_USA,100,0,0.527799145,0.179811,0.185
35,associative,America_USA,NA,1,0.527799145,0.179811,0.185
36,associative,America_USA,90,1,0.527799145,0.179811,0.185
37,associative,America_USA,90,1,0.527799145,0.179811,0.185
38,associative,America_USA,90,1,0.527799145,0.179811,0.185
39,associative,America_USA,90,1,0.527799145,0.179811,0.185
40,associative,America_USA,100,1,0.527799145,0.179811,0.185
41,associative,America_USA,75,1,0.527799145,0.179811,0.185
42,associative,America_USA,90,1,0.527799145,0.179811,0.185
43,associative,America_USA,100,1,0.527799145,0.179811,0.185
44,associative,America_USA,NA,1,0.527799145,0.179811,0.185
45,associative,America_USA,90,0,0.527799145,0.179811,0.185
1,associative,Crocodile_Alligator,10,1,0.750950941,0.390227,0.629
2,associative,Crocodile_Alligator,NA,NA,0.750950941,0.390227,0.629
3,associative,Crocodile_Alligator,NA,NA,0.750950941,0.390227,0.629
4,associative,Crocodile_Alligator,90,1,0.750950941,0.390227,0.629
5,associative,Crocodile_Alligator,80,0,0.750950941,0.390227,0.629
6,associative,Crocodile_Alligator,90,1,0.750950941,0.390227,0.629
7,associative,Crocodile_Alligator,45,1,0.750950941,0.390227,0.629
8,associative,Crocodile_Alligator,90,1,0.750950941,0.390227,0.629
9,associative,Crocodile_Alligator,95,1,0.750950941,0.390227,0.629
10,associative,Crocodile_Alligator,70,1,0.750950941,0.390227,0.629
11,associative,Crocodile_Alligator,99,1,0.750950941,0.390227,0.629
12,associative,Crocodile_Alligator,70,1,0.750950941,0.390227,0.629
13,associative,Crocodile_Alligator,50,0,0.750950941,0.390227,0.629
14,associative,Crocodile_Alligator,69,1,0.750950941,0.390227,0.629
15,associative,Crocodile_Alligator,65,1,0.750950941,0.390227,0.629
16,associative,Crocodile_Alligator,40,1,0.750950941,0.390227,0.629
17,associative,Crocodile_Alligator,85,1,0.750950941,0.390227,0.629
18,associative,Crocodile_Alligator,20,1,0.750950941,0.390227,0.629
19,associative,Crocodile_Alligator,70,1,0.750950941,0.390227,0.629
20,associative,Crocodile_Alligator,80,1,0.750950941,0.390227,0.629
21,associative,Crocodile_Alligator,NA,NA,0.750950941,0.390227,0.629
22,associative,Crocodile_Alligator,80,1,0.750950941,0.390227,0.629
23,associative,Crocodile_Alligator,90,1,0.750950941,0.390227,0.629
24,associative,Crocodile_Alligator,30,1,0.750950941,0.390227,0.629
25,associative,Crocodile_Alligator,98,1,0.750950941,0.390227,0.629
26,associative,Crocodile_Alligator,80,1,0.750950941,0.390227,0.629
27,associative,Crocodile_Alligator,NA,NA,0.750950941,0.390227,0.629
28,associative,Crocodile_Alligator,50,1,0.750950941,0.390227,0.629
29,associative,Crocodile_Alligator,90,1,0.750950941,0.390227,0.629
30,associative,Crocodile_Alligator,90,1,0.750950941,0.390227,0.629
31,associative,Crocodile_Alligator,90,1,0.750950941,0.390227,0.629
32,associative,Crocodile_Alligator,60,1,0.750950941,0.390227,0.629
33,associative,Crocodile_Alligator,85,1,0.750950941,0.390227,0.629
34,associative,Crocodile_Alligator,50,1,0.750950941,0.390227,0.629
35,associative,Crocodile_Alligator,NA,1,0.750950941,0.390227,0.629
36,associative,Crocodile_Alligator,95,1,0.750950941,0.390227,0.629
37,associative,Crocodile_Alligator,75,0,0.750950941,0.390227,0.629
38,associative,Crocodile_Alligator,80,1,0.750950941,0.390227,0.629
39,associative,Crocodile_Alligator,45,1,0.750950941,0.390227,0.629
40,associative,Crocodile_Alligator,75,0,0.750950941,0.390227,0.629
41,associative,Crocodile_Alligator,85,1,0.750950941,0.390227,0.629
42,associative,Crocodile_Alligator,80,1,0.750950941,0.390227,0.629
43,associative,Crocodile_Alligator,100,1,0.750950941,0.390227,0.629
44,associative,Crocodile_Alligator,NA,1,0.750950941,0.390227,0.629
45,associative,Crocodile_Alligator,90,1,0.750950941,0.390227,0.629
1,associative,Scent_Perfume,5,NA,0.72927499,0.258082,0.103
2,associative,Scent_Perfume,NA,NA,0.72927499,0.258082,0.103
3,associative,Scent_Perfume,NA,NA,0.72927499,0.258082,0.103
4,associative,Scent_Perfume,85,1,0.72927499,0.258082,0.103
5,associative,Scent_Perfume,90,0,0.72927499,0.258082,0.103
6,associative,Scent_Perfume,5,0,0.72927499,0.258082,0.103
7,associative,Scent_Perfume,60,1,0.72927499,0.258082,0.103
8,associative,Scent_Perfume,40,1,0.72927499,0.258082,0.103
9,associative,Scent_Perfume,34,0,0.72927499,0.258082,0.103
10,associative,Scent_Perfume,20,0,0.72927499,0.258082,0.103
11,associative,Scent_Perfume,90,1,0.72927499,0.258082,0.103
12,associative,Scent_Perfume,75,1,0.72927499,0.258082,0.103
13,associative,Scent_Perfume,100,0,0.72927499,0.258082,0.103
14,associative,Scent_Perfume,15,1,0.72927499,0.258082,0.103
15,associative,Scent_Perfume,60,0,0.72927499,0.258082,0.103
16,associative,Scent_Perfume,50,1,0.72927499,0.258082,0.103
17,associative,Scent_Perfume,50,0,0.72927499,0.258082,0.103
18,associative,Scent_Perfume,70,1,0.72927499,0.258082,0.103
19,associative,Scent_Perfume,90,1,0.72927499,0.258082,0.103
20,associative,Scent_Perfume,70,1,0.72927499,0.258082,0.103
21,associative,Scent_Perfume,NA,NA,0.72927499,0.258082,0.103
22,associative,Scent_Perfume,85,1,0.72927499,0.258082,0.103
23,associative,Scent_Perfume,50,1,0.72927499,0.258082,0.103
24,associative,Scent_Perfume,20,1,0.72927499,0.258082,0.103
25,associative,Scent_Perfume,80,1,0.72927499,0.258082,0.103
26,associative,Scent_Perfume,25,1,0.72927499,0.258082,0.103
27,associative,Scent_Perfume,NA,NA,0.72927499,0.258082,0.103
28,associative,Scent_Perfume,40,1,0.72927499,0.258082,0.103
29,associative,Scent_Perfume,98,1,0.72927499,0.258082,0.103
30,associative,Scent_Perfume,80,NA,0.72927499,0.258082,0.103
31,associative,Scent_Perfume,60,1,0.72927499,0.258082,0.103
32,associative,Scent_Perfume,50,1,0.72927499,0.258082,0.103
33,associative,Scent_Perfume,68,1,0.72927499,0.258082,0.103
34,associative,Scent_Perfume,80,1,0.72927499,0.258082,0.103
35,associative,Scent_Perfume,NA,1,0.72927499,0.258082,0.103
36,associative,Scent_Perfume,59,1,0.72927499,0.258082,0.103
37,associative,Scent_Perfume,85,1,0.72927499,0.258082,0.103
38,associative,Scent_Perfume,90,1,0.72927499,0.258082,0.103
39,associative,Scent_Perfume,30,1,0.72927499,0.258082,0.103
40,associative,Scent_Perfume,85,1,0.72927499,0.258082,0.103
41,associative,Scent_Perfume,80,0,0.72927499,0.258082,0.103
42,associative,Scent_Perfume,50,1,0.72927499,0.258082,0.103
43,associative,Scent_Perfume,100,1,0.72927499,0.258082,0.103
44,associative,Scent_Perfume,NA,0,0.72927499,0.258082,0.103
45,associative,Scent_Perfume,90,0,0.72927499,0.258082,0.103
1,associative,Crayon_Yellow,10,NA,0.683864018,0.146268,0.013
2,associative,Crayon_Yellow,NA,NA,0.683864018,0.146268,0.013
3,associative,Crayon_Yellow,NA,NA,0.683864018,0.146268,0.013
4,associative,Crayon_Yellow,48,0,0.683864018,0.146268,0.013
5,associative,Crayon_Yellow,20,0,0.683864018,0.146268,0.013
6,associative,Crayon_Yellow,10,1,0.683864018,0.146268,0.013
7,associative,Crayon_Yellow,20,1,0.683864018,0.146268,0.013
8,associative,Crayon_Yellow,10,1,0.683864018,0.146268,0.013
9,associative,Crayon_Yellow,43,1,0.683864018,0.146268,0.013
10,associative,Crayon_Yellow,10,1,0.683864018,0.146268,0.013
11,associative,Crayon_Yellow,30,1,0.683864018,0.146268,0.013
12,associative,Crayon_Yellow,50,0,0.683864018,0.146268,0.013
13,associative,Crayon_Yellow,50,1,0.683864018,0.146268,0.013
14,associative,Crayon_Yellow,15,0,0.683864018,0.146268,0.013
15,associative,Crayon_Yellow,20,1,0.683864018,0.146268,0.013
16,associative,Crayon_Yellow,10,1,0.683864018,0.146268,0.013
17,associative,Crayon_Yellow,5,1,0.683864018,0.146268,0.013
18,associative,Crayon_Yellow,15,1,0.683864018,0.146268,0.013
19,associative,Crayon_Yellow,35,0,0.683864018,0.146268,0.013
20,associative,Crayon_Yellow,50,0,0.683864018,0.146268,0.013
21,associative,Crayon_Yellow,NA,NA,0.683864018,0.146268,0.013
22,associative,Crayon_Yellow,20,1,0.683864018,0.146268,0.013
23,associative,Crayon_Yellow,5,1,0.683864018,0.146268,0.013
24,associative,Crayon_Yellow,1,1,0.683864018,0.146268,0.013
25,associative,Crayon_Yellow,50,1,0.683864018,0.146268,0.013
26,associative,Crayon_Yellow,4,1,0.683864018,0.146268,0.013
27,associative,Crayon_Yellow,NA,NA,0.683864018,0.146268,0.013
28,associative,Crayon_Yellow,5,1,0.683864018,0.146268,0.013
29,associative,Crayon_Yellow,10,1,0.683864018,0.146268,0.013
30,associative,Crayon_Yellow,40,1,0.683864018,0.146268,0.013
31,associative,Crayon_Yellow,30,1,0.683864018,0.146268,0.013
32,associative,Crayon_Yellow,1,1,0.683864018,0.146268,0.013
33,associative,Crayon_Yellow,30,1,0.683864018,0.146268,0.013
34,associative,Crayon_Yellow,30,0,0.683864018,0.146268,0.013
35,associative,Crayon_Yellow,NA,1,0.683864018,0.146268,0.013
36,associative,Crayon_Yellow,34,1,0.683864018,0.146268,0.013
37,associative,Crayon_Yellow,60,NA,0.683864018,0.146268,0.013
38,associative,Crayon_Yellow,50,1,0.683864018,0.146268,0.013
39,associative,Crayon_Yellow,10,1,0.683864018,0.146268,0.013
40,associative,Crayon_Yellow,40,0,0.683864018,0.146268,0.013
41,associative,Crayon_Yellow,10,1,0.683864018,0.146268,0.013
42,associative,Crayon_Yellow,30,1,0.683864018,0.146268,0.013
43,associative,Crayon_Yellow,90,1,0.683864018,0.146268,0.013
44,associative,Crayon_Yellow,NA,0,0.683864018,0.146268,0.013
45,associative,Crayon_Yellow,10,1,0.683864018,0.146268,0.013
1,associative,Wasp_Hornet,10,0,0.882959491,0.35538,0.02
2,associative,Wasp_Hornet,NA,NA,0.882959491,0.35538,0.02
3,associative,Wasp_Hornet,50,NA,0.882959491,0.35538,0.02
4,associative,Wasp_Hornet,35,1,0.882959491,0.35538,0.02
5,associative,Wasp_Hornet,99,0,0.882959491,0.35538,0.02
6,associative,Wasp_Hornet,10,0,0.882959491,0.35538,0.02
7,associative,Wasp_Hornet,70,1,0.882959491,0.35538,0.02
8,associative,Wasp_Hornet,35,1,0.882959491,0.35538,0.02
9,associative,Wasp_Hornet,34,0,0.882959491,0.35538,0.02
10,associative,Wasp_Hornet,30,1,0.882959491,0.35538,0.02
11,associative,Wasp_Hornet,40,1,0.882959491,0.35538,0.02
12,associative,Wasp_Hornet,60,0,0.882959491,0.35538,0.02
13,associative,Wasp_Hornet,50,1,0.882959491,0.35538,0.02
14,associative,Wasp_Hornet,50,0,0.882959491,0.35538,0.02
15,associative,Wasp_Hornet,30,1,0.882959491,0.35538,0.02
16,associative,Wasp_Hornet,40,1,0.882959491,0.35538,0.02
17,associative,Wasp_Hornet,80,1,0.882959491,0.35538,0.02
18,associative,Wasp_Hornet,40,1,0.882959491,0.35538,0.02
19,associative,Wasp_Hornet,40,1,0.882959491,0.35538,0.02
20,associative,Wasp_Hornet,80,1,0.882959491,0.35538,0.02
21,associative,Wasp_Hornet,NA,NA,0.882959491,0.35538,0.02
22,associative,Wasp_Hornet,65,1,0.882959491,0.35538,0.02
23,associative,Wasp_Hornet,10,0,0.882959491,0.35538,0.02
24,associative,Wasp_Hornet,80,1,0.882959491,0.35538,0.02
25,associative,Wasp_Hornet,80,1,0.882959491,0.35538,0.02
26,associative,Wasp_Hornet,15,1,0.882959491,0.35538,0.02
27,associative,Wasp_Hornet,NA,NA,0.882959491,0.35538,0.02
28,associative,Wasp_Hornet,30,1,0.882959491,0.35538,0.02
29,associative,Wasp_Hornet,85,0,0.882959491,0.35538,0.02
30,associative,Wasp_Hornet,55,0,0.882959491,0.35538,0.02
31,associative,Wasp_Hornet,80,1,0.882959491,0.35538,0.02
32,associative,Wasp_Hornet,8,1,0.882959491,0.35538,0.02
33,associative,Wasp_Hornet,75,1,0.882959491,0.35538,0.02
34,associative,Wasp_Hornet,70,1,0.882959491,0.35538,0.02
35,associative,Wasp_Hornet,NA,0,0.882959491,0.35538,0.02
36,associative,Wasp_Hornet,90,1,0.882959491,0.35538,0.02
37,associative,Wasp_Hornet,70,NA,0.882959491,0.35538,0.02
38,associative,Wasp_Hornet,70,0,0.882959491,0.35538,0.02
39,associative,Wasp_Hornet,70,1,0.882959491,0.35538,0.02
40,associative,Wasp_Hornet,45,0,0.882959491,0.35538,0.02
41,associative,Wasp_Hornet,35,0,0.882959491,0.35538,0.02
42,associative,Wasp_Hornet,75,1,0.882959491,0.35538,0.02
43,associative,Wasp_Hornet,80,1,0.882959491,0.35538,0.02
44,associative,Wasp_Hornet,NA,0,0.882959491,0.35538,0.02
45,associative,Wasp_Hornet,90,1,0.882959491,0.35538,0.02
1,associative,Three_Four,3,NA,0.880853629,0.639547,0.381
2,associative,Three_Four,NA,NA,0.880853629,0.639547,0.381
3,associative,Three_Four,NA,NA,0.880853629,0.639547,0.381
4,associative,Three_Four,73,1,0.880853629,0.639547,0.381
5,associative,Three_Four,99,0,0.880853629,0.639547,0.381
6,associative,Three_Four,10,1,0.880853629,0.639547,0.381
7,associative,Three_Four,50,1,0.880853629,0.639547,0.381
8,associative,Three_Four,65,1,0.880853629,0.639547,0.381
9,associative,Three_Four,2,1,0.880853629,0.639547,0.381
10,associative,Three_Four,75,0,0.880853629,0.639547,0.381
11,associative,Three_Four,25,1,0.880853629,0.639547,0.381
12,associative,Three_Four,20,1,0.880853629,0.639547,0.381
13,associative,Three_Four,100,1,0.880853629,0.639547,0.381
14,associative,Three_Four,20,0,0.880853629,0.639547,0.381
15,associative,Three_Four,30,1,0.880853629,0.639547,0.381
16,associative,Three_Four,80,1,0.880853629,0.639547,0.381
17,associative,Three_Four,40,1,0.880853629,0.639547,0.381
18,associative,Three_Four,45,1,0.880853629,0.639547,0.381
19,associative,Three_Four,45,1,0.880853629,0.639547,0.381
20,associative,Three_Four,80,1,0.880853629,0.639547,0.381
21,associative,Three_Four,NA,NA,0.880853629,0.639547,0.381
22,associative,Three_Four,60,1,0.880853629,0.639547,0.381
23,associative,Three_Four,10,1,0.880853629,0.639547,0.381
24,associative,Three_Four,80,1,0.880853629,0.639547,0.381
25,associative,Three_Four,80,1,0.880853629,0.639547,0.381
26,associative,Three_Four,25,NA,0.880853629,0.639547,0.381
27,associative,Three_Four,NA,NA,0.880853629,0.639547,0.381
28,associative,Three_Four,60,1,0.880853629,0.639547,0.381
29,associative,Three_Four,90,1,0.880853629,0.639547,0.381
30,associative,Three_Four,75,1,0.880853629,0.639547,0.381
31,associative,Three_Four,40,1,0.880853629,0.639547,0.381
32,associative,Three_Four,11,1,0.880853629,0.639547,0.381
33,associative,Three_Four,90,1,0.880853629,0.639547,0.381
34,associative,Three_Four,60,1,0.880853629,0.639547,0.381
35,associative,Three_Four,NA,1,0.880853629,0.639547,0.381
36,associative,Three_Four,95,1,0.880853629,0.639547,0.381
37,associative,Three_Four,95,1,0.880853629,0.639547,0.381
38,associative,Three_Four,90,1,0.880853629,0.639547,0.381
39,associative,Three_Four,25,1,0.880853629,0.639547,0.381
40,associative,Three_Four,75,1,0.880853629,0.639547,0.381
41,associative,Three_Four,97,1,0.880853629,0.639547,0.381
42,associative,Three_Four,90,1,0.880853629,0.639547,0.381
43,associative,Three_Four,100,1,0.880853629,0.639547,0.381
44,associative,Three_Four,NA,1,0.880853629,0.639547,0.381
45,associative,Three_Four,50,1,0.880853629,0.639547,0.381
1,associative,Drunk_Booze,3,NA,0.784399201,0.332054,0.021
2,associative,Drunk_Booze,NA,NA,0.784399201,0.332054,0.021
3,associative,Drunk_Booze,NA,NA,0.784399201,0.332054,0.021
4,associative,Drunk_Booze,62,1,0.784399201,0.332054,0.021
5,associative,Drunk_Booze,99,0,0.784399201,0.332054,0.021
6,associative,Drunk_Booze,5,0,0.784399201,0.332054,0.021
7,associative,Drunk_Booze,30,1,0.784399201,0.332054,0.021
8,associative,Drunk_Booze,10,1,0.784399201,0.332054,0.021
9,associative,Drunk_Booze,2,0,0.784399201,0.332054,0.021
10,associative,Drunk_Booze,10,1,0.784399201,0.332054,0.021
11,associative,Drunk_Booze,80,1,0.784399201,0.332054,0.021
12,associative,Drunk_Booze,20,0,0.784399201,0.332054,0.021
