"","Partno","Judgment2","Word Pair","Judged Value"
"1157",52,"Semantic","Oil...Car",68
"1158",53,"Semantic","Oil...Car",60
"1159",54,"Semantic","Oil...Car",30
"1160",55,"Semantic","Oil...Car",40
"1161",56,"Semantic","Oil...Car",70
"1162",57,"Semantic","Oil...Car",50
"1163",58,"Semantic","Oil...Car",55
"1164",59,"Semantic","Oil...Car",60
"1165",60,"Semantic","Oil...Car",50
"1166",61,"Semantic","Oil...Car",45
"1167",62,"Semantic","Oil...Car",100
"1168",63,"Semantic","Oil...Car",60
"1169",64,"Semantic","Oil...Car",35
"1170",65,"Semantic","Oil...Car",30
"1171",66,"Semantic","Oil...Car",60
"1172",67,"Semantic","Oil...Car",60
"1173",68,"Semantic","Oil...Car",90
"1174",69,"Semantic","Oil...Car",55
"1175",70,"Semantic","Oil...Car",35
"1176",71,"Semantic","Oil...Car",90
"1177",72,"Semantic","Oil...Car",0
"1178",73,"Semantic","Oil...Car",20
"1179",74,"Semantic","Oil...Car",30
"1180",75,"Semantic","Oil...Car",70
"1181",76,"Semantic","Oil...Car",0
"1182",77,"Semantic","Oil...Car",10
"1183",78,"Semantic","Oil...Car",5
"1184",79,"Associative","Oil...Car",65
"1185",80,"Associative","Oil...Car",75
"1186",81,"Associative","Oil...Car",35
"1187",82,"Associative","Oil...Car",25
"1188",83,"Associative","Oil...Car",70
"1189",84,"Associative","Oil...Car",95
"1190",85,"Associative","Oil...Car",75
"1191",86,"Associative","Oil...Car",NA
"1192",87,"Associative","Oil...Car",50
"1193",88,"Associative","Oil...Car",75
"1194",89,"Associative","Oil...Car",50
"1195",90,"Associative","Oil...Car",NA
"1196",91,"Associative","Oil...Car",25
"1197",92,"Associative","Oil...Car",100
"1198",93,"Associative","Oil...Car",70
"1199",94,"Associative","Oil...Car",50
"1200",95,"Associative","Oil...Car",50
"1201",96,"Associative","Oil...Car",70
"1202",97,"Associative","Oil...Car",70
"1203",98,"Associative","Oil...Car",80
"1204",99,"Associative","Oil...Car",98
"1205",100,"Associative","Oil...Car",90
"1206",101,"Associative","Oil...Car",95
"1207",102,"Associative","Oil...Car",0
"1208",103,"Associative","Oil...Car",80
"1209",104,"Associative","Oil...Car",80
"1210",105,"Associative","Oil...Car",10
"1211",106,"Associative","Oil...Car",60
"1212",107,"Associative","Oil...Car",70
"1213",108,"Associative","Oil...Car",40
"1214",109,"Associative","Oil...Car",50
"1215",110,"Associative","Oil...Car",60
"1216",111,"Associative","Oil...Car",80
"1217",112,"Associative","Oil...Car",80
"1218",113,"Associative","Oil...Car",85
"1219",114,"Associative","Oil...Car",NA
"1220",115,"Associative","Oil...Car",50
"1221",116,"Associative","Oil...Car",45
"1222",117,"Associative","Oil...Car",20
"1223",118,"Associative","Oil...Car",40
"1224",119,"Associative","Oil...Car",68
"1225",120,"Associative","Oil...Car",NA
"1226",121,"Associative","Oil...Car",30
"1227",122,"Associative","Oil...Car",50
"1228",123,"Associative","Oil...Car",20
"1229",124,"Associative","Oil...Car",60
"1230",125,"Associative","Oil...Car",20
"1231",126,"Associative","Oil...Car",80
"1232",127,"Associative","Oil...Car",35
"1233",128,"Associative","Oil...Car",100
"1234",129,"Associative","Oil...Car",30
"1235",130,"Associative","Oil...Car",30
"1236",131,"Associative","Oil...Car",50
"1237",132,"Associative","Oil...Car",60
"1238",133,"Associative","Oil...Car",30
"1239",314,"Associative","Oil...Car",60
"1240",135,"Associative","Oil...Car",55
"1241",136,"Associative","Oil...Car",80
"1242",137,"Associative","Oil...Car",50
"1243",138,"Associative","Oil...Car",10
"1244",139,"Associative","Oil...Car",56
"1245",140,"Associative","Oil...Car",90
"1246",141,"Associative","Oil...Car",20
"1247",142,"Associative","Oil...Car",11
"1248",143,"Associative","Oil...Car",50
"1249",144,"Associative","Oil...Car",NA
"1250",145,"Associative","Oil...Car",75
"1251",146,"Associative","Oil...Car",90
"1252",147,"Thematic","Oil...Car",40
"1253",148,"Thematic","Oil...Car",60
"1254",149,"Thematic","Oil...Car",50
"1255",150,"Thematic","Oil...Car",80
"1256",151,"Thematic","Oil...Car",76
"1257",152,"Thematic","Oil...Car",56
"1258",153,"Thematic","Oil...Car",2
"1259",154,"Thematic","Oil...Car",90
"1260",155,"Thematic","Oil...Car",85
"1261",156,"Thematic","Oil...Car",90
"1262",157,"Thematic","Oil...Car",50
"1263",158,"Thematic","Oil...Car",95
"1264",159,"Thematic","Oil...Car",75
"1265",160,"Thematic","Oil...Car",90
"1266",161,"Thematic","Oil...Car",45
"1267",162,"Thematic","Oil...Car",95
"1268",163,"Thematic","Oil...Car",90
"1269",164,"Thematic","Oil...Car",100
"1270",165,"Thematic","Oil...Car",80
"1271",166,"Thematic","Oil...Car",100
"1272",167,"Thematic","Oil...Car",70
"1273",168,"Thematic","Oil...Car",28
"1274",169,"Thematic","Oil...Car",100
"1275",170,"Thematic","Oil...Car",85
"1276",171,"Thematic","Oil...Car",10
"1277",172,"Thematic","Oil...Car",100
"1278",173,"Thematic","Oil...Car",90
"1279",174,"Thematic","Oil...Car",40
"1280",175,"Thematic","Oil...Car",100
"1281",176,"Thematic","Oil...Car",100
"1282",177,"Thematic","Oil...Car",0
"1283",178,"Thematic","Oil...Car",100
"1284",179,"Thematic","Oil...Car",80
"1285",180,"Thematic","Oil...Car",100
"1286",181,"Thematic","Oil...Car",70
"1287",182,"Thematic","Oil...Car",50
"1288",183,"Thematic","Oil...Car",95
"1289",184,"Thematic","Oil...Car",65
"1290",185,"Thematic","Oil...Car",60
"1291",186,"Thematic","Oil...Car",95
"1292",187,"Thematic","Oil...Car",90
"1293",188,"Thematic","Oil...Car",65
"1294",189,"Thematic","Oil...Car",85
"1295",190,"Thematic","Oil...Car",90
"1296",191,"Thematic","Oil...Car",80
"1297",192,"Thematic","Oil...Car",60
"1298",193,"Thematic","Oil...Car",70
"1299",194,"Thematic","Oil...Car",90
"1300",195,"Thematic","Oil...Car",100
"1301",196,"Thematic","Oil...Car",75
"1302",197,"Thematic","Oil...Car",NA
"1303",198,"Thematic","Oil...Car",30
"1304",199,"Thematic","Oil...Car",40
"1305",200,"Thematic","Oil...Car",75
"1306",201,"Thematic","Oil...Car",70
"1307",202,"Thematic","Oil...Car",90
"1308",203,"Thematic","Oil...Car",100
"1309",204,"Thematic","Oil...Car",50
"1310",205,"Thematic","Oil...Car",100
"1311",206,"Thematic","Oil...Car",90
"1312",207,"Thematic","Oil...Car",70
"1313",208,"Thematic","Oil...Car",70
"1314",209,"Thematic","Oil...Car",99
"1315",210,"Thematic","Oil...Car",80
"1316",211,"Thematic","Oil...Car",90
"1317",212,"Thematic","Oil...Car",80
"1318",213,"Thematic","Oil...Car",95
"1319",214,"Thematic","Oil...Car",0
"1320",215,"Thematic","Oil...Car",60
"1321",216,"Thematic","Oil...Car",100
"1322",217,"Thematic","Oil...Car",80
"1323",218,"Thematic","Oil...Car",50
"1324",219,"Thematic","Oil...Car",100
"1325",220,"Thematic","Oil...Car",75
"1326",221,"Thematic","Oil...Car",30
"1327",1,"Semantic","Camp...Lake",50
"1328",2,"Semantic","Camp...Lake",100
"1329",3,"Semantic","Camp...Lake",25
"1330",4,"Semantic","Camp...Lake",60
"1331",5,"Semantic","Camp...Lake",NA
"1332",6,"Semantic","Camp...Lake",50
"1333",7,"Semantic","Camp...Lake",46
"1334",8,"Semantic","Camp...Lake",20
"1335",9,"Semantic","Camp...Lake",80
"1336",10,"Semantic","Camp...Lake",40
"1337",11,"Semantic","Camp...Lake",100
"1338",12,"Semantic","Camp...Lake",60
"1339",13,"Semantic","Camp...Lake",20
"1340",14,"Semantic","Camp...Lake",22
"1341",15,"Semantic","Camp...Lake",15
"1342",16,"Semantic","Camp...Lake",70
"1343",17,"Semantic","Camp...Lake",30
"1344",18,"Semantic","Camp...Lake",75
"1345",19,"Semantic","Camp...Lake",30
"1346",20,"Semantic","Camp...Lake",35
"1347",21,"Semantic","Camp...Lake",60
"1348",22,"Semantic","Camp...Lake",78
"1349",23,"Semantic","Camp...Lake",30
"1350",24,"Semantic","Camp...Lake",18
"1351",25,"Semantic","Camp...Lake",86
"1352",26,"Semantic","Camp...Lake",35
"1353",27,"Semantic","Camp...Lake",80
"1354",28,"Semantic","Camp...Lake",50
"1355",29,"Semantic","Camp...Lake",30
"1356",30,"Semantic","Camp...Lake",75
"1357",31,"Semantic","Camp...Lake",NA
"1358",32,"Semantic","Camp...Lake",50
"1359",33,"Semantic","Camp...Lake",70
"1360",34,"Semantic","Camp...Lake",45
"1361",35,"Semantic","Camp...Lake",20
"1362",36,"Semantic","Camp...Lake",50
"1363",37,"Semantic","Camp...Lake",60
"1364",38,"Semantic","Camp...Lake",100
"1365",39,"Semantic","Camp...Lake",20
"1366",40,"Semantic","Camp...Lake",75
"1367",41,"Semantic","Camp...Lake",100
"1368",42,"Semantic","Camp...Lake",70
"1369",43,"Semantic","Camp...Lake",NA
"1370",44,"Semantic","Camp...Lake",100
"1371",45,"Semantic","Camp...Lake",1
"1372",46,"Semantic","Camp...Lake",80
"1373",47,"Semantic","Camp...Lake",70
"1374",48,"Semantic","Camp...Lake",30
"1375",49,"Semantic","Camp...Lake",10
"1376",50,"Semantic","Camp...Lake",30
"1377",51,"Semantic","Camp...Lake",75
"1378",52,"Semantic","Camp...Lake",70
"1379",53,"Semantic","Camp...Lake",50
"1380",54,"Semantic","Camp...Lake",25
"1381",55,"Semantic","Camp...Lake",30
"1382",56,"Semantic","Camp...Lake",20
"1383",57,"Semantic","Camp...Lake",60
"1384",58,"Semantic","Camp...Lake",60
"1385",59,"Semantic","Camp...Lake",30
"1386",60,"Semantic","Camp...Lake",20
"1387",61,"Semantic","Camp...Lake",10
"1388",62,"Semantic","Camp...Lake",70
"1389",63,"Semantic","Camp...Lake",70
"1390",64,"Semantic","Camp...Lake",15
"1391",65,"Semantic","Camp...Lake",18
"1392",66,"Semantic","Camp...Lake",60
"1393",67,"Semantic","Camp...Lake",50
"1394",68,"Semantic","Camp...Lake",60
"1395",69,"Semantic","Camp...Lake",75
"1396",70,"Semantic","Camp...Lake",45
"1397",71,"Semantic","Camp...Lake",90
"1398",72,"Semantic","Camp...Lake",0
"1399",73,"Semantic","Camp...Lake",20
"1400",74,"Semantic","Camp...Lake",70
"1401",75,"Semantic","Camp...Lake",20
"1402",76,"Semantic","Camp...Lake",0
"1403",77,"Semantic","Camp...Lake",10
"1404",78,"Semantic","Camp...Lake",5
"1405",79,"Associative","Camp...Lake",75
"1406",80,"Associative","Camp...Lake",80
"1407",81,"Associative","Camp...Lake",40
"1408",82,"Associative","Camp...Lake",51
"1409",83,"Associative","Camp...Lake",90
"1410",84,"Associative","Camp...Lake",30
"1411",85,"Associative","Camp...Lake",40
"1412",86,"Associative","Camp...Lake",NA
"1413",87,"Associative","Camp...Lake",60
"1414",88,"Associative","Camp...Lake",80
"1415",89,"Associative","Camp...Lake",50
"1416",90,"Associative","Camp...Lake",NA
"1417",91,"Associative","Camp...Lake",54
"1418",92,"Associative","Camp...Lake",76
"1419",93,"Associative","Camp...Lake",10
"1420",94,"Associative","Camp...Lake",25
"1421",95,"Associative","Camp...Lake",80
"1422",96,"Associative","Camp...Lake",10
"1423",97,"Associative","Camp...Lake",20
"1424",98,"Associative","Camp...Lake",60
"1425",99,"Associative","Camp...Lake",90
"1426",100,"Associative","Camp...Lake",60
"1427",101,"Associative","Camp...Lake",90
"1428",102,"Associative","Camp...Lake",0
"1429",103,"Associative","Camp...Lake",70
"1430",104,"Associative","Camp...Lake",75
"1431",105,"Associative","Camp...Lake",60
"1432",106,"Associative","Camp...Lake",47
"1433",107,"Associative","Camp...Lake",100
"1434",108,"Associative","Camp...Lake",60
"1435",109,"Associative","Camp...Lake",75
"1436",110,"Associative","Camp...Lake",50
"1437",111,"Associative","Camp...Lake",70
"1438",112,"Associative","Camp...Lake",60
"1439",113,"Associative","Camp...Lake",80
"1440",114,"Associative","Camp...Lake",NA
"1441",115,"Associative","Camp...Lake",70
"1442",116,"Associative","Camp...Lake",30
"1443",117,"Associative","Camp...Lake",60
"1444",118,"Associative","Camp...Lake",90
"1445",119,"Associative","Camp...Lake",35
"1446",120,"Associative","Camp...Lake",5
"1447",121,"Associative","Camp...Lake",30
"1448",122,"Associative","Camp...Lake",60
"1449",123,"Associative","Camp...Lake",40
"1450",124,"Associative","Camp...Lake",30
"1451",125,"Associative","Camp...Lake",10
"1452",126,"Associative","Camp...Lake",80
"1453",127,"Associative","Camp...Lake",65
"1454",128,"Associative","Camp...Lake",100
"1455",129,"Associative","Camp...Lake",40
"1456",130,"Associative","Camp...Lake",40
"1457",131,"Associative","Camp...Lake",80
"1458",132,"Associative","Camp...Lake",85
"1459",133,"Associative","Camp...Lake",30
"1460",314,"Associative","Camp...Lake",30
"1461",135,"Associative","Camp...Lake",50
"1462",136,"Associative","Camp...Lake",59
"1463",137,"Associative","Camp...Lake",60
"1464",138,"Associative","Camp...Lake",35
"1465",139,"Associative","Camp...Lake",67
"1466",140,"Associative","Camp...Lake",80
"1467",141,"Associative","Camp...Lake",60
"1468",142,"Associative","Camp...Lake",5
"1469",143,"Associative","Camp...Lake",90
"1470",144,"Associative","Camp...Lake",NA
"1471",145,"Associative","Camp...Lake",85
"1472",146,"Associative","Camp...Lake",60
"1473",147,"Thematic","Camp...Lake",30
"1474",148,"Thematic","Camp...Lake",30
"1475",149,"Thematic","Camp...Lake",50
"1476",150,"Thematic","Camp...Lake",70
"1477",151,"Thematic","Camp...Lake",87
"1478",152,"Thematic","Camp...Lake",56
"1479",153,"Thematic","Camp...Lake",60
"1480",154,"Thematic","Camp...Lake",90
"1481",155,"Thematic","Camp...Lake",78
"1482",156,"Thematic","Camp...Lake",85
"1483",157,"Thematic","Camp...Lake",40
"1484",158,"Thematic","Camp...Lake",80
"1485",159,"Thematic","Camp...Lake",75
"1486",160,"Thematic","Camp...Lake",100
"1487",161,"Thematic","Camp...Lake",35
"1488",162,"Thematic","Camp...Lake",85
"1489",163,"Thematic","Camp...Lake",50
"1490",164,"Thematic","Camp...Lake",100
"1491",165,"Thematic","Camp...Lake",50
"1492",166,"Thematic","Camp...Lake",0
"1493",167,"Thematic","Camp...Lake",80
"1494",168,"Thematic","Camp...Lake",59
"1495",169,"Thematic","Camp...Lake",90
"1496",170,"Thematic","Camp...Lake",75
"1497",171,"Thematic","Camp...Lake",50
"1498",172,"Thematic","Camp...Lake",10
"1499",173,"Thematic","Camp...Lake",80
"1500",174,"Thematic","Camp...Lake",50
"1501",175,"Thematic","Camp...Lake",NA
"1502",176,"Thematic","Camp...Lake",80
"1503",177,"Thematic","Camp...Lake",50
"1504",178,"Thematic","Camp...Lake",100
"1505",179,"Thematic","Camp...Lake",70
"1506",180,"Thematic","Camp...Lake",70
"1507",181,"Thematic","Camp...Lake",50
"1508",182,"Thematic","Camp...Lake",80
"1509",183,"Thematic","Camp...Lake",85
"1510",184,"Thematic","Camp...Lake",80
"1511",185,"Thematic","Camp...Lake",70
"1512",186,"Thematic","Camp...Lake",75
"1513",187,"Thematic","Camp...Lake",80
"1514",188,"Thematic","Camp...Lake",80
"1515",189,"Thematic","Camp...Lake",90
"1516",190,"Thematic","Camp...Lake",70
"1517",191,"Thematic","Camp...Lake",80
"1518",192,"Thematic","Camp...Lake",75
"1519",193,"Thematic","Camp...Lake",50
"1520",194,"Thematic","Camp...Lake",95
"1521",195,"Thematic","Camp...Lake",100
"1522",196,"Thematic","Camp...Lake",50
"1523",197,"Thematic","Camp...Lake",NA
"1524",198,"Thematic","Camp...Lake",20
"1525",199,"Thematic","Camp...Lake",70
"1526",200,"Thematic","Camp...Lake",60
"1527",201,"Thematic","Camp...Lake",80
"1528",202,"Thematic","Camp...Lake",50
"1529",203,"Thematic","Camp...Lake",100
"1530",204,"Thematic","Camp...Lake",40
"1531",205,"Thematic","Camp...Lake",100
"1532",206,"Thematic","Camp...Lake",40
"1533",207,"Thematic","Camp...Lake",90
"1534",208,"Thematic","Camp...Lake",70
"1535",209,"Thematic","Camp...Lake",100
"1536",210,"Thematic","Camp...Lake",30
"1537",211,"Thematic","Camp...Lake",90
"1538",212,"Thematic","Camp...Lake",90
"1539",213,"Thematic","Camp...Lake",78
"1540",214,"Thematic","Camp...Lake",0
"1541",215,"Thematic","Camp...Lake",60
"1542",216,"Thematic","Camp...Lake",85
"1543",217,"Thematic","Camp...Lake",50
"1544",218,"Thematic","Camp...Lake",60
"1545",219,"Thematic","Camp...Lake",70
"1546",220,"Thematic","Camp...Lake",50
"1547",221,"Thematic","Camp...Lake",60
"1548",1,"Semantic","Tear...Cry",100
"1549",2,"Semantic","Tear...Cry",100
"1550",3,"Semantic","Tear...Cry",90
"1551",4,"Semantic","Tear...Cry",70
"1552",5,"Semantic","Tear...Cry",NA
"1553",6,"Semantic","Tear...Cry",99
"1554",7,"Semantic","Tear...Cry",83
"1555",8,"Semantic","Tear...Cry",60
"1556",9,"Semantic","Tear...Cry",100
"1557",10,"Semantic","Tear...Cry",90
"1558",11,"Semantic","Tear...Cry",100
"1559",12,"Semantic","Tear...Cry",85
"1560",13,"Semantic","Tear...Cry",60
"1561",14,"Semantic","Tear...Cry",97
"1562",15,"Semantic","Tear...Cry",55
"1563",16,"Semantic","Tear...Cry",80
"1564",17,"Semantic","Tear...Cry",20
"1565",18,"Semantic","Tear...Cry",80
"1566",19,"Semantic","Tear...Cry",40
"1567",20,"Semantic","Tear...Cry",90
"1568",21,"Semantic","Tear...Cry",20
"1569",22,"Semantic","Tear...Cry",98
"1570",23,"Semantic","Tear...Cry",80
"1571",24,"Semantic","Tear...Cry",75
"1572",25,"Semantic","Tear...Cry",95
"1573",26,"Semantic","Tear...Cry",80
"1574",27,"Semantic","Tear...Cry",30
"1575",28,"Semantic","Tear...Cry",50
"1576",29,"Semantic","Tear...Cry",30
"1577",30,"Semantic","Tear...Cry",75
"1578",31,"Semantic","Tear...Cry",NA
"1579",32,"Semantic","Tear...Cry",80
"1580",33,"Semantic","Tear...Cry",70
"1581",34,"Semantic","Tear...Cry",75
"1582",35,"Semantic","Tear...Cry",30
"1583",36,"Semantic","Tear...Cry",90
"1584",37,"Semantic","Tear...Cry",90
"1585",38,"Semantic","Tear...Cry",100
"1586",39,"Semantic","Tear...Cry",100
"1587",40,"Semantic","Tear...Cry",90
"1588",41,"Semantic","Tear...Cry",100
"1589",42,"Semantic","Tear...Cry",90
"1590",43,"Semantic","Tear...Cry",NA
"1591",44,"Semantic","Tear...Cry",100
"1592",45,"Semantic","Tear...Cry",99
"1593",46,"Semantic","Tear...Cry",60
"1594",47,"Semantic","Tear...Cry",90
"1595",48,"Semantic","Tear...Cry",85
"1596",49,"Semantic","Tear...Cry",90
"1597",50,"Semantic","Tear...Cry",50
"1598",51,"Semantic","Tear...Cry",75
"1599",52,"Semantic","Tear...Cry",60
"1600",53,"Semantic","Tear...Cry",80
"1601",54,"Semantic","Tear...Cry",90
"1602",55,"Semantic","Tear...Cry",90
"1603",56,"Semantic","Tear...Cry",80
"1604",57,"Semantic","Tear...Cry",40
"1605",58,"Semantic","Tear...Cry",70
"1606",59,"Semantic","Tear...Cry",85
"1607",60,"Semantic","Tear...Cry",100
"1608",61,"Semantic","Tear...Cry",85
"1609",62,"Semantic","Tear...Cry",100
"1610",63,"Semantic","Tear...Cry",60
"1611",64,"Semantic","Tear...Cry",70
"1612",65,"Semantic","Tear...Cry",80
"1613",66,"Semantic","Tear...Cry",80
"1614",67,"Semantic","Tear...Cry",90
"1615",68,"Semantic","Tear...Cry",70
"1616",69,"Semantic","Tear...Cry",90
"1617",70,"Semantic","Tear...Cry",65
"1618",71,"Semantic","Tear...Cry",90
"1619",72,"Semantic","Tear...Cry",10
"1620",73,"Semantic","Tear...Cry",50
"1621",74,"Semantic","Tear...Cry",100
"1622",75,"Semantic","Tear...Cry",80
"1623",76,"Semantic","Tear...Cry",100
"1624",77,"Semantic","Tear...Cry",70
"1625",78,"Semantic","Tear...Cry",5
"1626",79,"Associative","Tear...Cry",80
"1627",80,"Associative","Tear...Cry",90
"1628",81,"Associative","Tear...Cry",65
"1629",82,"Associative","Tear...Cry",45
"1630",83,"Associative","Tear...Cry",90
"1631",84,"Associative","Tear...Cry",40
"1632",85,"Associative","Tear...Cry",90
"1633",86,"Associative","Tear...Cry",NA
"1634",87,"Associative","Tear...Cry",100
"1635",88,"Associative","Tear...Cry",50
"1636",89,"Associative","Tear...Cry",100
"1637",90,"Associative","Tear...Cry",NA
"1638",91,"Associative","Tear...Cry",75
"1639",92,"Associative","Tear...Cry",67
"1640",93,"Associative","Tear...Cry",90
"1641",94,"Associative","Tear...Cry",100
"1642",95,"Associative","Tear...Cry",95
"1643",96,"Associative","Tear...Cry",100
"1644",97,"Associative","Tear...Cry",90
"1645",98,"Associative","Tear...Cry",60
"1646",99,"Associative","Tear...Cry",91
"1647",100,"Associative","Tear...Cry",80
"1648",101,"Associative","Tear...Cry",100
"1649",102,"Associative","Tear...Cry",100
"1650",103,"Associative","Tear...Cry",55
"1651",104,"Associative","Tear...Cry",100
"1652",105,"Associative","Tear...Cry",100
"1653",106,"Associative","Tear...Cry",68
"1654",107,"Associative","Tear...Cry",100
"1655",108,"Associative","Tear...Cry",80
"1656",109,"Associative","Tear...Cry",75
"1657",110,"Associative","Tear...Cry",80
"1658",111,"Associative","Tear...Cry",80
"1659",112,"Associative","Tear...Cry",90
"1660",113,"Associative","Tear...Cry",85
"1661",114,"Associative","Tear...Cry",NA
"1662",115,"Associative","Tear...Cry",80
"1663",116,"Associative","Tear...Cry",95
"1664",117,"Associative","Tear...Cry",100
"1665",118,"Associative","Tear...Cry",90
"1666",119,"Associative","Tear...Cry",57
"1667",120,"Associative","Tear...Cry",NA
"1668",121,"Associative","Tear...Cry",80
"1669",122,"Associative","Tear...Cry",90
"1670",123,"Associative","Tear...Cry",50
"1671",124,"Associative","Tear...Cry",70
"1672",125,"Associative","Tear...Cry",40
"1673",126,"Associative","Tear...Cry",90
"1674",127,"Associative","Tear...Cry",80
"1675",128,"Associative","Tear...Cry",100
"1676",129,"Associative","Tear...Cry",60
"1677",130,"Associative","Tear...Cry",90
"1678",131,"Associative","Tear...Cry",100
"1679",132,"Associative","Tear...Cry",90
"1680",133,"Associative","Tear...Cry",25
"1681",314,"Associative","Tear...Cry",60
"1682",135,"Associative","Tear...Cry",85
"1683",136,"Associative","Tear...Cry",90
"1684",137,"Associative","Tear...Cry",60
"1685",138,"Associative","Tear...Cry",90
"1686",139,"Associative","Tear...Cry",34
"1687",140,"Associative","Tear...Cry",90
"1688",141,"Associative","Tear...Cry",70
"1689",142,"Associative","Tear...Cry",77
"1690",143,"Associative","Tear...Cry",100
"1691",144,"Associative","Tear...Cry",NA
"1692",145,"Associative","Tear...Cry",65
"1693",146,"Associative","Tear...Cry",95
"1694",147,"Thematic","Tear...Cry",95
"1695",148,"Thematic","Tear...Cry",100
"1696",149,"Thematic","Tear...Cry",100
"1697",150,"Thematic","Tear...Cry",95
"1698",151,"Thematic","Tear...Cry",65
"1699",152,"Thematic","Tear...Cry",79
"1700",153,"Thematic","Tear...Cry",90
"1701",154,"Thematic","Tear...Cry",99
"1702",155,"Thematic","Tear...Cry",74
"1703",156,"Thematic","Tear...Cry",100
"1704",157,"Thematic","Tear...Cry",100
"1705",158,"Thematic","Tear...Cry",100
"1706",159,"Thematic","Tear...Cry",97
"1707",160,"Thematic","Tear...Cry",100
"1708",161,"Thematic","Tear...Cry",48
"1709",162,"Thematic","Tear...Cry",100
"1710",163,"Thematic","Tear...Cry",90
"1711",164,"Thematic","Tear...Cry",100
"1712",165,"Thematic","Tear...Cry",90
"1713",166,"Thematic","Tear...Cry",0
"1714",167,"Thematic","Tear...Cry",90
"1715",168,"Thematic","Tear...Cry",38
"1716",169,"Thematic","Tear...Cry",100
"1717",170,"Thematic","Tear...Cry",100
"1718",171,"Thematic","Tear...Cry",90
"1719",172,"Thematic","Tear...Cry",100
"1720",173,"Thematic","Tear...Cry",90
"1721",174,"Thematic","Tear...Cry",30
"1722",175,"Thematic","Tear...Cry",85
"1723",176,"Thematic","Tear...Cry",100
"1724",177,"Thematic","Tear...Cry",100
"1725",178,"Thematic","Tear...Cry",100
"1726",179,"Thematic","Tear...Cry",100
"1727",180,"Thematic","Tear...Cry",100
"1728",181,"Thematic","Tear...Cry",100
"1729",182,"Thematic","Tear...Cry",100
"1730",183,"Thematic","Tear...Cry",100
"1731",184,"Thematic","Tear...Cry",100
"1732",185,"Thematic","Tear...Cry",100
"1733",186,"Thematic","Tear...Cry",95
"1734",187,"Thematic","Tear...Cry",100
"1735",188,"Thematic","Tear...Cry",90
"1736",189,"Thematic","Tear...Cry",99
"1737",190,"Thematic","Tear...Cry",90
"1738",191,"Thematic","Tear...Cry",90
"1739",192,"Thematic","Tear...Cry",99
"1740",193,"Thematic","Tear...Cry",85
"1741",194,"Thematic","Tear...Cry",100
"1742",195,"Thematic","Tear...Cry",100
"1743",196,"Thematic","Tear...Cry",100
"1744",197,"Thematic","Tear...Cry",5
"1745",198,"Thematic","Tear...Cry",90
"1746",199,"Thematic","Tear...Cry",100
"1747",200,"Thematic","Tear...Cry",95
"1748",201,"Thematic","Tear...Cry",15
"1749",202,"Thematic","Tear...Cry",100
"1750",203,"Thematic","Tear...Cry",100
"1751",204,"Thematic","Tear...Cry",80
"1752",205,"Thematic","Tear...Cry",100
"1753",206,"Thematic","Tear...Cry",99
"1754",207,"Thematic","Tear...Cry",80
"1755",208,"Thematic","Tear...Cry",90
"1756",209,"Thematic","Tear...Cry",100
"1757",210,"Thematic","Tear...Cry",100
"1758",211,"Thematic","Tear...Cry",100
"1759",212,"Thematic","Tear...Cry",100
"1760",213,"Thematic","Tear...Cry",89
"1761",214,"Thematic","Tear...Cry",100
"1762",215,"Thematic","Tear...Cry",95
"1763",216,"Thematic","Tear...Cry",100
"1764",217,"Thematic","Tear...Cry",90
"1765",218,"Thematic","Tear...Cry",75
"1766",219,"Thematic","Tear...Cry",90
"1767",220,"Thematic","Tear...Cry",100
"1768",221,"Thematic","Tear...Cry",70
"1769",1,"Semantic","Deer...Forest",50
"1770",2,"Semantic","Deer...Forest",75
"1771",3,"Semantic","Deer...Forest",5
"1772",4,"Semantic","Deer...Forest",20
"1773",5,"Semantic","Deer...Forest",NA
"1774",6,"Semantic","Deer...Forest",3
"1775",7,"Semantic","Deer...Forest",46
"1776",8,"Semantic","Deer...Forest",60
"1777",9,"Semantic","Deer...Forest",40
"1778",10,"Semantic","Deer...Forest",30
"1779",11,"Semantic","Deer...Forest",80
"1780",12,"Semantic","Deer...Forest",70
"1781",13,"Semantic","Deer...Forest",40
"1782",14,"Semantic","Deer...Forest",30
"1783",15,"Semantic","Deer...Forest",85
"1784",16,"Semantic","Deer...Forest",80
"1785",17,"Semantic","Deer...Forest",20
"1786",18,"Semantic","Deer...Forest",75
"1787",19,"Semantic","Deer...Forest",30
"1788",20,"Semantic","Deer...Forest",50
"1789",21,"Semantic","Deer...Forest",50
"1790",22,"Semantic","Deer...Forest",70
"1791",23,"Semantic","Deer...Forest",30
"1792",24,"Semantic","Deer...Forest",30
"1793",25,"Semantic","Deer...Forest",55
"1794",26,"Semantic","Deer...Forest",40
"1795",27,"Semantic","Deer...Forest",40
"1796",28,"Semantic","Deer...Forest",10
"1797",29,"Semantic","Deer...Forest",10
"1798",30,"Semantic","Deer...Forest",75
"1799",31,"Semantic","Deer...Forest",NA
"1800",32,"Semantic","Deer...Forest",80
"1801",33,"Semantic","Deer...Forest",20
"1802",34,"Semantic","Deer...Forest",54
"1803",35,"Semantic","Deer...Forest",20
"1804",36,"Semantic","Deer...Forest",20
"1805",37,"Semantic","Deer...Forest",70
"1806",38,"Semantic","Deer...Forest",70
"1807",39,"Semantic","Deer...Forest",80
