"","Partno","Judgment","Word Pair","Judged Value"
"1164",59,"Associative","Shovel...Fork",12
"1165",60,"Associative","Shovel...Fork",10
"1166",61,"Associative","Shovel...Fork",5
"1167",62,"Associative","Shovel...Fork",30
"1168",63,"Associative","Shovel...Fork",30
"1169",64,"Associative","Shovel...Fork",0
"1170",65,"Associative","Shovel...Fork",10
"1171",66,"Associative","Shovel...Fork",1
"1172",67,"Associative","Shovel...Fork",1
"1173",68,"Associative","Shovel...Fork",1
"1174",69,"Associative","Shovel...Fork",23
"1175",70,"Associative","Shovel...Fork",80
"1176",71,"Associative","Shovel...Fork",23
"1177",72,"Associative","Shovel...Fork",80
"1178",73,"Associative","Shovel...Fork",5
"1179",74,"Associative","Shovel...Fork",10
"1180",75,"Associative","Shovel...Fork",20
"1181",76,"Associative","Shovel...Fork",50
"1182",77,"Associative","Shovel...Fork",2
"1183",78,"Associative","Shovel...Fork",5
"1184",79,"Thematic","Shovel...Fork",1
"1185",80,"Thematic","Shovel...Fork",10
"1186",81,"Thematic","Shovel...Fork",10
"1187",82,"Thematic","Shovel...Fork",65
"1188",83,"Thematic","Shovel...Fork",0
"1189",84,"Thematic","Shovel...Fork",40
"1190",85,"Thematic","Shovel...Fork",20
"1191",86,"Thematic","Shovel...Fork",NA
"1192",87,"Thematic","Shovel...Fork",0
"1193",88,"Thematic","Shovel...Fork",1
"1194",89,"Thematic","Shovel...Fork",10
"1195",90,"Thematic","Shovel...Fork",NA
"1196",91,"Thematic","Shovel...Fork",42
"1197",92,"Thematic","Shovel...Fork",98
"1198",93,"Thematic","Shovel...Fork",0
"1199",94,"Thematic","Shovel...Fork",0
"1200",95,"Thematic","Shovel...Fork",5
"1201",96,"Thematic","Shovel...Fork",75
"1202",97,"Thematic","Shovel...Fork",10
"1203",98,"Thematic","Shovel...Fork",38
"1204",99,"Thematic","Shovel...Fork",NA
"1205",100,"Thematic","Shovel...Fork",10
"1206",101,"Thematic","Shovel...Fork",0
"1207",102,"Thematic","Shovel...Fork",40
"1208",103,"Thematic","Shovel...Fork",90
"1209",104,"Thematic","Shovel...Fork",12
"1210",105,"Thematic","Shovel...Fork",2
"1211",106,"Thematic","Shovel...Fork",40
"1212",107,"Thematic","Shovel...Fork",3
"1213",108,"Thematic","Shovel...Fork",10
"1214",109,"Thematic","Shovel...Fork",25
"1215",110,"Thematic","Shovel...Fork",30
"1216",111,"Thematic","Shovel...Fork",0
"1217",112,"Thematic","Shovel...Fork",10
"1218",113,"Thematic","Shovel...Fork",30
"1219",114,"Thematic","Shovel...Fork",NA
"1220",115,"Thematic","Shovel...Fork",50
"1221",116,"Thematic","Shovel...Fork",50
"1222",117,"Thematic","Shovel...Fork",0
"1223",118,"Thematic","Shovel...Fork",70
"1224",119,"Thematic","Shovel...Fork",NA
"1225",120,"Thematic","Shovel...Fork",10
"1226",121,"Thematic","Shovel...Fork",25
"1227",122,"Thematic","Shovel...Fork",25
"1228",123,"Thematic","Shovel...Fork",50
"1229",124,"Thematic","Shovel...Fork",60
"1230",125,"Thematic","Shovel...Fork",10
"1231",126,"Thematic","Shovel...Fork",30
"1232",127,"Thematic","Shovel...Fork",45
"1233",128,"Thematic","Shovel...Fork",0
"1234",129,"Thematic","Shovel...Fork",0
"1235",130,"Thematic","Shovel...Fork",10
"1236",131,"Thematic","Shovel...Fork",5
"1237",132,"Thematic","Shovel...Fork",45
"1238",133,"Thematic","Shovel...Fork",40
"1239",314,"Thematic","Shovel...Fork",20
"1240",135,"Thematic","Shovel...Fork",65
"1241",136,"Thematic","Shovel...Fork",75
"1242",137,"Thematic","Shovel...Fork",60
"1243",138,"Thematic","Shovel...Fork",60
"1244",139,"Thematic","Shovel...Fork",23
"1245",140,"Thematic","Shovel...Fork",80
"1246",141,"Thematic","Shovel...Fork",50
"1247",142,"Thematic","Shovel...Fork",10
"1248",143,"Thematic","Shovel...Fork",100
"1249",144,"Thematic","Shovel...Fork",NA
"1250",145,"Thematic","Shovel...Fork",20
"1251",146,"Thematic","Shovel...Fork",10
"1252",147,"Semantic","Shovel...Fork",5
"1253",148,"Semantic","Shovel...Fork",10
"1254",149,"Semantic","Shovel...Fork",50
"1255",150,"Semantic","Shovel...Fork",5
"1256",151,"Semantic","Shovel...Fork",76
"1257",152,"Semantic","Shovel...Fork",45
"1258",153,"Semantic","Shovel...Fork",1
"1259",154,"Semantic","Shovel...Fork",0
"1260",155,"Semantic","Shovel...Fork",NA
"1261",156,"Semantic","Shovel...Fork",0
"1262",157,"Semantic","Shovel...Fork",25
"1263",158,"Semantic","Shovel...Fork",90
"1264",159,"Semantic","Shovel...Fork",5
"1265",160,"Semantic","Shovel...Fork",90
"1266",161,"Semantic","Shovel...Fork",62
"1267",162,"Semantic","Shovel...Fork",30
"1268",163,"Semantic","Shovel...Fork",20
"1269",164,"Semantic","Shovel...Fork",0
"1270",165,"Semantic","Shovel...Fork",50
"1271",166,"Semantic","Shovel...Fork",90
"1272",167,"Semantic","Shovel...Fork",80
"1273",168,"Semantic","Shovel...Fork",60
"1274",169,"Semantic","Shovel...Fork",0
"1275",170,"Semantic","Shovel...Fork",45
"1276",171,"Semantic","Shovel...Fork",15
"1277",172,"Semantic","Shovel...Fork",10
"1278",173,"Semantic","Shovel...Fork",80
"1279",174,"Semantic","Shovel...Fork",15
"1280",175,"Semantic","Shovel...Fork",80
"1281",176,"Semantic","Shovel...Fork",80
"1282",177,"Semantic","Shovel...Fork",0
"1283",178,"Semantic","Shovel...Fork",0
"1284",179,"Semantic","Shovel...Fork",60
"1285",180,"Semantic","Shovel...Fork",50
"1286",181,"Semantic","Shovel...Fork",10
"1287",182,"Semantic","Shovel...Fork",65
"1288",183,"Semantic","Shovel...Fork",35
"1289",184,"Semantic","Shovel...Fork",10
"1290",185,"Semantic","Shovel...Fork",63
"1291",186,"Semantic","Shovel...Fork",30
"1292",187,"Semantic","Shovel...Fork",25
"1293",188,"Semantic","Shovel...Fork",30
"1294",189,"Semantic","Shovel...Fork",10
"1295",190,"Semantic","Shovel...Fork",0
"1296",191,"Semantic","Shovel...Fork",70
"1297",192,"Semantic","Shovel...Fork",20
"1298",193,"Semantic","Shovel...Fork",10
"1299",194,"Semantic","Shovel...Fork",80
"1300",195,"Semantic","Shovel...Fork",10
"1301",196,"Semantic","Shovel...Fork",0
"1302",197,"Semantic","Shovel...Fork",NA
"1303",198,"Semantic","Shovel...Fork",40
"1304",199,"Semantic","Shovel...Fork",40
"1305",200,"Semantic","Shovel...Fork",75
"1306",201,"Semantic","Shovel...Fork",15
"1307",202,"Semantic","Shovel...Fork",10
"1308",203,"Semantic","Shovel...Fork",100
"1309",204,"Semantic","Shovel...Fork",61
"1310",205,"Semantic","Shovel...Fork",30
"1311",206,"Semantic","Shovel...Fork",30
"1312",207,"Semantic","Shovel...Fork",10
"1313",208,"Semantic","Shovel...Fork",70
"1314",209,"Semantic","Shovel...Fork",99
"1315",210,"Semantic","Shovel...Fork",55
"1316",211,"Semantic","Shovel...Fork",10
"1317",212,"Semantic","Shovel...Fork",0
"1318",213,"Semantic","Shovel...Fork",8
"1319",214,"Semantic","Shovel...Fork",10
"1320",215,"Semantic","Shovel...Fork",65
"1321",216,"Semantic","Shovel...Fork",5
"1322",217,"Semantic","Shovel...Fork",10
"1323",218,"Semantic","Shovel...Fork",1
"1324",219,"Semantic","Shovel...Fork",40
"1325",220,"Semantic","Shovel...Fork",0
"1326",221,"Semantic","Shovel...Fork",20
"1327",1,"Associative","Fish...Bowl",90
"1328",2,"Associative","Fish...Bowl",90
"1329",3,"Associative","Fish...Bowl",95
"1330",4,"Associative","Fish...Bowl",40
"1331",5,"Associative","Fish...Bowl",NA
"1332",6,"Associative","Fish...Bowl",60
"1333",7,"Associative","Fish...Bowl",70
"1334",8,"Associative","Fish...Bowl",60
"1335",9,"Associative","Fish...Bowl",25
"1336",10,"Associative","Fish...Bowl",78
"1337",11,"Associative","Fish...Bowl",95
"1338",12,"Associative","Fish...Bowl",50
"1339",13,"Associative","Fish...Bowl",75
"1340",14,"Associative","Fish...Bowl",40
"1341",15,"Associative","Fish...Bowl",25
"1342",16,"Associative","Fish...Bowl",70
"1343",17,"Associative","Fish...Bowl",50
"1344",18,"Associative","Fish...Bowl",75
"1345",19,"Associative","Fish...Bowl",70
"1346",20,"Associative","Fish...Bowl",95
"1347",21,"Associative","Fish...Bowl",20
"1348",22,"Associative","Fish...Bowl",65
"1349",23,"Associative","Fish...Bowl",65
"1350",24,"Associative","Fish...Bowl",40
"1351",25,"Associative","Fish...Bowl",81
"1352",26,"Associative","Fish...Bowl",95
"1353",27,"Associative","Fish...Bowl",80
"1354",28,"Associative","Fish...Bowl",70
"1355",29,"Associative","Fish...Bowl",45
"1356",30,"Associative","Fish...Bowl",75
"1357",31,"Associative","Fish...Bowl",NA
"1358",32,"Associative","Fish...Bowl",95
"1359",33,"Associative","Fish...Bowl",60
"1360",34,"Associative","Fish...Bowl",50
"1361",35,"Associative","Fish...Bowl",80
"1362",36,"Associative","Fish...Bowl",70
"1363",37,"Associative","Fish...Bowl",99
"1364",38,"Associative","Fish...Bowl",80
"1365",39,"Associative","Fish...Bowl",30
"1366",40,"Associative","Fish...Bowl",75
"1367",41,"Associative","Fish...Bowl",68
"1368",42,"Associative","Fish...Bowl",90
"1369",43,"Associative","Fish...Bowl",88
"1370",44,"Associative","Fish...Bowl",50
"1371",45,"Associative","Fish...Bowl",50
"1372",46,"Associative","Fish...Bowl",40
"1373",47,"Associative","Fish...Bowl",85
"1374",48,"Associative","Fish...Bowl",60
"1375",49,"Associative","Fish...Bowl",70
"1376",50,"Associative","Fish...Bowl",70
"1377",51,"Associative","Fish...Bowl",10
"1378",52,"Associative","Fish...Bowl",60
"1379",53,"Associative","Fish...Bowl",70
"1380",54,"Associative","Fish...Bowl",60
"1381",55,"Associative","Fish...Bowl",40
"1382",56,"Associative","Fish...Bowl",45
"1383",57,"Associative","Fish...Bowl",2
"1384",58,"Associative","Fish...Bowl",90
"1385",59,"Associative","Fish...Bowl",82
"1386",60,"Associative","Fish...Bowl",50
"1387",61,"Associative","Fish...Bowl",48
"1388",62,"Associative","Fish...Bowl",90
"1389",63,"Associative","Fish...Bowl",60
"1390",64,"Associative","Fish...Bowl",40
"1391",65,"Associative","Fish...Bowl",60
"1392",66,"Associative","Fish...Bowl",80
"1393",67,"Associative","Fish...Bowl",40
"1394",68,"Associative","Fish...Bowl",80
"1395",69,"Associative","Fish...Bowl",99
"1396",70,"Associative","Fish...Bowl",90
"1397",71,"Associative","Fish...Bowl",90
"1398",72,"Associative","Fish...Bowl",40
"1399",73,"Associative","Fish...Bowl",50
"1400",74,"Associative","Fish...Bowl",0
"1401",75,"Associative","Fish...Bowl",92
"1402",76,"Associative","Fish...Bowl",50
"1403",77,"Associative","Fish...Bowl",80
"1404",78,"Associative","Fish...Bowl",1
"1405",79,"Thematic","Fish...Bowl",25
"1406",80,"Thematic","Fish...Bowl",70
"1407",81,"Thematic","Fish...Bowl",30
"1408",82,"Thematic","Fish...Bowl",85
"1409",83,"Thematic","Fish...Bowl",90
"1410",84,"Thematic","Fish...Bowl",90
"1411",85,"Thematic","Fish...Bowl",80
"1412",86,"Thematic","Fish...Bowl",NA
"1413",87,"Thematic","Fish...Bowl",70
"1414",88,"Thematic","Fish...Bowl",25
"1415",89,"Thematic","Fish...Bowl",50
"1416",90,"Thematic","Fish...Bowl",NA
"1417",91,"Thematic","Fish...Bowl",50
"1418",92,"Thematic","Fish...Bowl",78
"1419",93,"Thematic","Fish...Bowl",95
"1420",94,"Thematic","Fish...Bowl",75
"1421",95,"Thematic","Fish...Bowl",20
"1422",96,"Thematic","Fish...Bowl",50
"1423",97,"Thematic","Fish...Bowl",50
"1424",98,"Thematic","Fish...Bowl",60
"1425",99,"Thematic","Fish...Bowl",NA
"1426",100,"Thematic","Fish...Bowl",70
"1427",101,"Thematic","Fish...Bowl",100
"1428",102,"Thematic","Fish...Bowl",40
"1429",103,"Thematic","Fish...Bowl",30
"1430",104,"Thematic","Fish...Bowl",50
"1431",105,"Thematic","Fish...Bowl",70
"1432",106,"Thematic","Fish...Bowl",80
"1433",107,"Thematic","Fish...Bowl",70
"1434",108,"Thematic","Fish...Bowl",60
"1435",109,"Thematic","Fish...Bowl",50
"1436",110,"Thematic","Fish...Bowl",35
"1437",111,"Thematic","Fish...Bowl",50
"1438",112,"Thematic","Fish...Bowl",80
"1439",113,"Thematic","Fish...Bowl",99
"1440",114,"Thematic","Fish...Bowl",NA
"1441",115,"Thematic","Fish...Bowl",20
"1442",116,"Thematic","Fish...Bowl",60
"1443",117,"Thematic","Fish...Bowl",50
"1444",118,"Thematic","Fish...Bowl",90
"1445",119,"Thematic","Fish...Bowl",NA
"1446",120,"Thematic","Fish...Bowl",5
"1447",121,"Thematic","Fish...Bowl",70
"1448",122,"Thematic","Fish...Bowl",90
"1449",123,"Thematic","Fish...Bowl",30
"1450",124,"Thematic","Fish...Bowl",80
"1451",125,"Thematic","Fish...Bowl",80
"1452",126,"Thematic","Fish...Bowl",60
"1453",127,"Thematic","Fish...Bowl",70
"1454",128,"Thematic","Fish...Bowl",50
"1455",129,"Thematic","Fish...Bowl",100
"1456",130,"Thematic","Fish...Bowl",60
"1457",131,"Thematic","Fish...Bowl",60
"1458",132,"Thematic","Fish...Bowl",70
"1459",133,"Thematic","Fish...Bowl",75
"1460",314,"Thematic","Fish...Bowl",90
"1461",135,"Thematic","Fish...Bowl",70
"1462",136,"Thematic","Fish...Bowl",80
"1463",137,"Thematic","Fish...Bowl",20
"1464",138,"Thematic","Fish...Bowl",75
"1465",139,"Thematic","Fish...Bowl",78
"1466",140,"Thematic","Fish...Bowl",90
"1467",141,"Thematic","Fish...Bowl",75
"1468",142,"Thematic","Fish...Bowl",55
"1469",143,"Thematic","Fish...Bowl",100
"1470",144,"Thematic","Fish...Bowl",NA
"1471",145,"Thematic","Fish...Bowl",80
"1472",146,"Thematic","Fish...Bowl",90
"1473",147,"Semantic","Fish...Bowl",45
"1474",148,"Semantic","Fish...Bowl",90
"1475",149,"Semantic","Fish...Bowl",100
"1476",150,"Semantic","Fish...Bowl",80
"1477",151,"Semantic","Fish...Bowl",78
"1478",152,"Semantic","Fish...Bowl",45
"1479",153,"Semantic","Fish...Bowl",80
"1480",154,"Semantic","Fish...Bowl",80
"1481",155,"Semantic","Fish...Bowl",NA
"1482",156,"Semantic","Fish...Bowl",60
"1483",157,"Semantic","Fish...Bowl",80
"1484",158,"Semantic","Fish...Bowl",95
"1485",159,"Semantic","Fish...Bowl",20
"1486",160,"Semantic","Fish...Bowl",100
"1487",161,"Semantic","Fish...Bowl",84
"1488",162,"Semantic","Fish...Bowl",90
"1489",163,"Semantic","Fish...Bowl",70
"1490",164,"Semantic","Fish...Bowl",70
"1491",165,"Semantic","Fish...Bowl",40
"1492",166,"Semantic","Fish...Bowl",100
"1493",167,"Semantic","Fish...Bowl",90
"1494",168,"Semantic","Fish...Bowl",48
"1495",169,"Semantic","Fish...Bowl",100
"1496",170,"Semantic","Fish...Bowl",100
"1497",171,"Semantic","Fish...Bowl",35
"1498",172,"Semantic","Fish...Bowl",100
"1499",173,"Semantic","Fish...Bowl",80
"1500",174,"Semantic","Fish...Bowl",60
"1501",175,"Semantic","Fish...Bowl",100
"1502",176,"Semantic","Fish...Bowl",90
"1503",177,"Semantic","Fish...Bowl",50
"1504",178,"Semantic","Fish...Bowl",100
"1505",179,"Semantic","Fish...Bowl",70
"1506",180,"Semantic","Fish...Bowl",79
"1507",181,"Semantic","Fish...Bowl",30
"1508",182,"Semantic","Fish...Bowl",85
"1509",183,"Semantic","Fish...Bowl",85
"1510",184,"Semantic","Fish...Bowl",65
"1511",185,"Semantic","Fish...Bowl",85
"1512",186,"Semantic","Fish...Bowl",90
"1513",187,"Semantic","Fish...Bowl",10
"1514",188,"Semantic","Fish...Bowl",40
"1515",189,"Semantic","Fish...Bowl",60
"1516",190,"Semantic","Fish...Bowl",60
"1517",191,"Semantic","Fish...Bowl",50
"1518",192,"Semantic","Fish...Bowl",95
"1519",193,"Semantic","Fish...Bowl",65
"1520",194,"Semantic","Fish...Bowl",100
"1521",195,"Semantic","Fish...Bowl",50
"1522",196,"Semantic","Fish...Bowl",75
"1523",197,"Semantic","Fish...Bowl",NA
"1524",198,"Semantic","Fish...Bowl",70
"1525",199,"Semantic","Fish...Bowl",10
"1526",200,"Semantic","Fish...Bowl",100
"1527",201,"Semantic","Fish...Bowl",90
"1528",202,"Semantic","Fish...Bowl",50
"1529",203,"Semantic","Fish...Bowl",100
"1530",204,"Semantic","Fish...Bowl",0
"1531",205,"Semantic","Fish...Bowl",100
"1532",206,"Semantic","Fish...Bowl",80
"1533",207,"Semantic","Fish...Bowl",70
"1534",208,"Semantic","Fish...Bowl",60
"1535",209,"Semantic","Fish...Bowl",50
"1536",210,"Semantic","Fish...Bowl",10
"1537",211,"Semantic","Fish...Bowl",30
"1538",212,"Semantic","Fish...Bowl",0
"1539",213,"Semantic","Fish...Bowl",5
"1540",214,"Semantic","Fish...Bowl",10
"1541",215,"Semantic","Fish...Bowl",75
"1542",216,"Semantic","Fish...Bowl",95
"1543",217,"Semantic","Fish...Bowl",100
"1544",218,"Semantic","Fish...Bowl",30
"1545",219,"Semantic","Fish...Bowl",0
"1546",220,"Semantic","Fish...Bowl",50
"1547",221,"Semantic","Fish...Bowl",60
"1548",1,"Associative","Pigeon...Bird",100
"1549",2,"Associative","Pigeon...Bird",100
"1550",3,"Associative","Pigeon...Bird",60
"1551",4,"Associative","Pigeon...Bird",50
"1552",5,"Associative","Pigeon...Bird",NA
"1553",6,"Associative","Pigeon...Bird",55
"1554",7,"Associative","Pigeon...Bird",56
"1555",8,"Associative","Pigeon...Bird",60
"1556",9,"Associative","Pigeon...Bird",50
"1557",10,"Associative","Pigeon...Bird",86
"1558",11,"Associative","Pigeon...Bird",90
"1559",12,"Associative","Pigeon...Bird",60
"1560",13,"Associative","Pigeon...Bird",25
"1561",14,"Associative","Pigeon...Bird",65
"1562",15,"Associative","Pigeon...Bird",55
"1563",16,"Associative","Pigeon...Bird",80
"1564",17,"Associative","Pigeon...Bird",30
"1565",18,"Associative","Pigeon...Bird",25
"1566",19,"Associative","Pigeon...Bird",80
"1567",20,"Associative","Pigeon...Bird",5
"1568",21,"Associative","Pigeon...Bird",40
"1569",22,"Associative","Pigeon...Bird",90
"1570",23,"Associative","Pigeon...Bird",65
"1571",24,"Associative","Pigeon...Bird",70
"1572",25,"Associative","Pigeon...Bird",84
"1573",26,"Associative","Pigeon...Bird",45
"1574",27,"Associative","Pigeon...Bird",70
"1575",28,"Associative","Pigeon...Bird",70
"1576",29,"Associative","Pigeon...Bird",80
"1577",30,"Associative","Pigeon...Bird",75
"1578",31,"Associative","Pigeon...Bird",NA
"1579",32,"Associative","Pigeon...Bird",20
"1580",33,"Associative","Pigeon...Bird",30
"1581",34,"Associative","Pigeon...Bird",50
"1582",35,"Associative","Pigeon...Bird",65
"1583",36,"Associative","Pigeon...Bird",50
"1584",37,"Associative","Pigeon...Bird",70
"1585",38,"Associative","Pigeon...Bird",85
"1586",39,"Associative","Pigeon...Bird",50
"1587",40,"Associative","Pigeon...Bird",70
"1588",41,"Associative","Pigeon...Bird",96
"1589",42,"Associative","Pigeon...Bird",60
"1590",43,"Associative","Pigeon...Bird",72
"1591",44,"Associative","Pigeon...Bird",30
"1592",45,"Associative","Pigeon...Bird",70
"1593",46,"Associative","Pigeon...Bird",80
"1594",47,"Associative","Pigeon...Bird",80
"1595",48,"Associative","Pigeon...Bird",100
"1596",49,"Associative","Pigeon...Bird",70
"1597",50,"Associative","Pigeon...Bird",70
"1598",51,"Associative","Pigeon...Bird",80
"1599",52,"Associative","Pigeon...Bird",70
"1600",53,"Associative","Pigeon...Bird",100
"1601",54,"Associative","Pigeon...Bird",80
"1602",55,"Associative","Pigeon...Bird",60
"1603",56,"Associative","Pigeon...Bird",75
"1604",57,"Associative","Pigeon...Bird",180
"1605",58,"Associative","Pigeon...Bird",74
"1606",59,"Associative","Pigeon...Bird",55
"1607",60,"Associative","Pigeon...Bird",20
"1608",61,"Associative","Pigeon...Bird",90
"1609",62,"Associative","Pigeon...Bird",80
"1610",63,"Associative","Pigeon...Bird",50
"1611",64,"Associative","Pigeon...Bird",85
"1612",65,"Associative","Pigeon...Bird",70
"1613",66,"Associative","Pigeon...Bird",80
"1614",67,"Associative","Pigeon...Bird",30
"1615",68,"Associative","Pigeon...Bird",70
"1616",69,"Associative","Pigeon...Bird",58
"1617",70,"Associative","Pigeon...Bird",95
"1618",71,"Associative","Pigeon...Bird",90
"1619",72,"Associative","Pigeon...Bird",90
"1620",73,"Associative","Pigeon...Bird",90
"1621",74,"Associative","Pigeon...Bird",90
"1622",75,"Associative","Pigeon...Bird",75
"1623",76,"Associative","Pigeon...Bird",30
"1624",77,"Associative","Pigeon...Bird",75
"1625",78,"Associative","Pigeon...Bird",10
"1626",79,"Thematic","Pigeon...Bird",30
"1627",80,"Thematic","Pigeon...Bird",100
"1628",81,"Thematic","Pigeon...Bird",90
"1629",82,"Thematic","Pigeon...Bird",65
"1630",83,"Thematic","Pigeon...Bird",90
"1631",84,"Thematic","Pigeon...Bird",90
"1632",85,"Thematic","Pigeon...Bird",90
"1633",86,"Thematic","Pigeon...Bird",NA
"1634",87,"Thematic","Pigeon...Bird",90
"1635",88,"Thematic","Pigeon...Bird",85
"1636",89,"Thematic","Pigeon...Bird",80
"1637",90,"Thematic","Pigeon...Bird",NA
"1638",91,"Thematic","Pigeon...Bird",85
"1639",92,"Thematic","Pigeon...Bird",79
"1640",93,"Thematic","Pigeon...Bird",85
"1641",94,"Thematic","Pigeon...Bird",100
"1642",95,"Thematic","Pigeon...Bird",20
"1643",96,"Thematic","Pigeon...Bird",95
"1644",97,"Thematic","Pigeon...Bird",50
"1645",98,"Thematic","Pigeon...Bird",100
"1646",99,"Thematic","Pigeon...Bird",NA
"1647",100,"Thematic","Pigeon...Bird",50
"1648",101,"Thematic","Pigeon...Bird",100
"1649",102,"Thematic","Pigeon...Bird",100
"1650",103,"Thematic","Pigeon...Bird",60
"1651",104,"Thematic","Pigeon...Bird",90
"1652",105,"Thematic","Pigeon...Bird",80
"1653",106,"Thematic","Pigeon...Bird",95
"1654",107,"Thematic","Pigeon...Bird",70
"1655",108,"Thematic","Pigeon...Bird",80
"1656",109,"Thematic","Pigeon...Bird",75
"1657",110,"Thematic","Pigeon...Bird",95
"1658",111,"Thematic","Pigeon...Bird",100
"1659",112,"Thematic","Pigeon...Bird",90
"1660",113,"Thematic","Pigeon...Bird",75
"1661",114,"Thematic","Pigeon...Bird",NA
"1662",115,"Thematic","Pigeon...Bird",80
"1663",116,"Thematic","Pigeon...Bird",95
"1664",117,"Thematic","Pigeon...Bird",100
"1665",118,"Thematic","Pigeon...Bird",60
"1666",119,"Thematic","Pigeon...Bird",NA
"1667",120,"Thematic","Pigeon...Bird",5
"1668",121,"Thematic","Pigeon...Bird",100
"1669",122,"Thematic","Pigeon...Bird",100
"1670",123,"Thematic","Pigeon...Bird",90
"1671",124,"Thematic","Pigeon...Bird",80
"1672",125,"Thematic","Pigeon...Bird",90
"1673",126,"Thematic","Pigeon...Bird",90
"1674",127,"Thematic","Pigeon...Bird",90
"1675",128,"Thematic","Pigeon...Bird",100
"1676",129,"Thematic","Pigeon...Bird",0
"1677",130,"Thematic","Pigeon...Bird",90
"1678",131,"Thematic","Pigeon...Bird",100
"1679",132,"Thematic","Pigeon...Bird",94
"1680",133,"Thematic","Pigeon...Bird",95
"1681",314,"Thematic","Pigeon...Bird",80
"1682",135,"Thematic","Pigeon...Bird",80
"1683",136,"Thematic","Pigeon...Bird",70
"1684",137,"Thematic","Pigeon...Bird",90
"1685",138,"Thematic","Pigeon...Bird",100
"1686",139,"Thematic","Pigeon...Bird",67
"1687",140,"Thematic","Pigeon...Bird",80
"1688",141,"Thematic","Pigeon...Bird",100
"1689",142,"Thematic","Pigeon...Bird",90
"1690",143,"Thematic","Pigeon...Bird",100
"1691",144,"Thematic","Pigeon...Bird",NA
"1692",145,"Thematic","Pigeon...Bird",85
"1693",146,"Thematic","Pigeon...Bird",90
"1694",147,"Semantic","Pigeon...Bird",80
"1695",148,"Semantic","Pigeon...Bird",90
"1696",149,"Semantic","Pigeon...Bird",100
"1697",150,"Semantic","Pigeon...Bird",85
"1698",151,"Semantic","Pigeon...Bird",55
"1699",152,"Semantic","Pigeon...Bird",78
"1700",153,"Semantic","Pigeon...Bird",95
"1701",154,"Semantic","Pigeon...Bird",50
"1702",155,"Semantic","Pigeon...Bird",NA
"1703",156,"Semantic","Pigeon...Bird",99
"1704",157,"Semantic","Pigeon...Bird",100
"1705",158,"Semantic","Pigeon...Bird",85
"1706",159,"Semantic","Pigeon...Bird",75
"1707",160,"Semantic","Pigeon...Bird",100
"1708",161,"Semantic","Pigeon...Bird",48
"1709",162,"Semantic","Pigeon...Bird",80
"1710",163,"Semantic","Pigeon...Bird",50
"1711",164,"Semantic","Pigeon...Bird",50
"1712",165,"Semantic","Pigeon...Bird",50
"1713",166,"Semantic","Pigeon...Bird",100
"1714",167,"Semantic","Pigeon...Bird",100
"1715",168,"Semantic","Pigeon...Bird",39
"1716",169,"Semantic","Pigeon...Bird",100
"1717",170,"Semantic","Pigeon...Bird",100
"1718",171,"Semantic","Pigeon...Bird",50
"1719",172,"Semantic","Pigeon...Bird",100
"1720",173,"Semantic","Pigeon...Bird",70
"1721",174,"Semantic","Pigeon...Bird",60
"1722",175,"Semantic","Pigeon...Bird",100
"1723",176,"Semantic","Pigeon...Bird",100
"1724",177,"Semantic","Pigeon...Bird",50
"1725",178,"Semantic","Pigeon...Bird",100
"1726",179,"Semantic","Pigeon...Bird",100
"1727",180,"Semantic","Pigeon...Bird",100
"1728",181,"Semantic","Pigeon...Bird",90
"1729",182,"Semantic","Pigeon...Bird",100
"1730",183,"Semantic","Pigeon...Bird",100
"1731",184,"Semantic","Pigeon...Bird",100
"1732",185,"Semantic","Pigeon...Bird",90
"1733",186,"Semantic","Pigeon...Bird",90
"1734",187,"Semantic","Pigeon...Bird",100
"1735",188,"Semantic","Pigeon...Bird",80
"1736",189,"Semantic","Pigeon...Bird",100
"1737",190,"Semantic","Pigeon...Bird",90
"1738",191,"Semantic","Pigeon...Bird",70
"1739",192,"Semantic","Pigeon...Bird",85
"1740",193,"Semantic","Pigeon...Bird",90
"1741",194,"Semantic","Pigeon...Bird",98
"1742",195,"Semantic","Pigeon...Bird",100
"1743",196,"Semantic","Pigeon...Bird",100
"1744",197,"Semantic","Pigeon...Bird",NA
"1745",198,"Semantic","Pigeon...Bird",80
"1746",199,"Semantic","Pigeon...Bird",80
"1747",200,"Semantic","Pigeon...Bird",95
"1748",201,"Semantic","Pigeon...Bird",60
"1749",202,"Semantic","Pigeon...Bird",90
"1750",203,"Semantic","Pigeon...Bird",100
"1751",204,"Semantic","Pigeon...Bird",100
"1752",205,"Semantic","Pigeon...Bird",100
"1753",206,"Semantic","Pigeon...Bird",70
"1754",207,"Semantic","Pigeon...Bird",100
"1755",208,"Semantic","Pigeon...Bird",90
"1756",209,"Semantic","Pigeon...Bird",99
"1757",210,"Semantic","Pigeon...Bird",60
"1758",211,"Semantic","Pigeon...Bird",100
"1759",212,"Semantic","Pigeon...Bird",80
"1760",213,"Semantic","Pigeon...Bird",99
"1761",214,"Semantic","Pigeon...Bird",100
"1762",215,"Semantic","Pigeon...Bird",85
"1763",216,"Semantic","Pigeon...Bird",100
"1764",217,"Semantic","Pigeon...Bird",70
"1765",218,"Semantic","Pigeon...Bird",100
"1766",219,"Semantic","Pigeon...Bird",80
"1767",220,"Semantic","Pigeon...Bird",100
