Partno,Judgment,Word Pair,Judged Value,Recall
33,Associative,Skillet...Pan,90,1
34,Associative,Skillet...Pan,85,1
35,Associative,Skillet...Pan,50,1
36,Associative,Skillet...Pan,70,1
37,Associative,Skillet...Pan,85,1
38,Associative,Skillet...Pan,80,1
39,Associative,Skillet...Pan,10,1
40,Associative,Skillet...Pan,20,1
41,Associative,Skillet...Pan,100,1
42,Associative,Skillet...Pan,85,1
43,Associative,Skillet...Pan,91,1
44,Associative,Skillet...Pan,5,1
45,Associative,Skillet...Pan,20,1
46,Associative,Skillet...Pan,40,1
47,Associative,Skillet...Pan,40,0
48,Associative,Skillet...Pan,90,1
49,Associative,Skillet...Pan,50,1
50,Associative,Skillet...Pan,70,1
51,Associative,Skillet...Pan,50,1
52,Associative,Skillet...Pan,60,0
53,Associative,Skillet...Pan,30,NA
54,Associative,Skillet...Pan,70,1
55,Associative,Skillet...Pan,30,1
56,Associative,Skillet...Pan,60,1
57,Associative,Skillet...Pan,80,1
58,Associative,Skillet...Pan,79,1
59,Associative,Skillet...Pan,40,1
60,Associative,Skillet...Pan,50,1
61,Associative,Skillet...Pan,66,1
62,Associative,Skillet...Pan,80,1
63,Associative,Skillet...Pan,50,0
64,Associative,Skillet...Pan,45,1
65,Associative,Skillet...Pan,25,1
66,Associative,Skillet...Pan,80,1
67,Associative,Skillet...Pan,30,1
68,Associative,Skillet...Pan,60,1
69,Associative,Skillet...Pan,89,1
70,Associative,Skillet...Pan,85,1
71,Associative,Skillet...Pan,90,1
72,Associative,Skillet...Pan,60,1
73,Associative,Skillet...Pan,40,1
74,Associative,Skillet...Pan,10,0
75,Associative,Skillet...Pan,60,1
76,Associative,Skillet...Pan,50,1
77,Associative,Skillet...Pan,40,1
78,Associative,Skillet...Pan,30,0
79,Thematic,Skillet...Pan,15,1
80,Thematic,Skillet...Pan,80,1
81,Thematic,Skillet...Pan,70,1
82,Thematic,Skillet...Pan,62,0
83,Thematic,Skillet...Pan,80,1
84,Thematic,Skillet...Pan,85,0
85,Thematic,Skillet...Pan,60,1
86,Thematic,Skillet...Pan,NA,1
87,Thematic,Skillet...Pan,80,1
88,Thematic,Skillet...Pan,90,1
89,Thematic,Skillet...Pan,90,1
90,Thematic,Skillet...Pan,NA,NA
91,Thematic,Skillet...Pan,90,1
92,Thematic,Skillet...Pan,98,0
93,Thematic,Skillet...Pan,55,1
94,Thematic,Skillet...Pan,75,1
95,Thematic,Skillet...Pan,40,1
96,Thematic,Skillet...Pan,85,1
97,Thematic,Skillet...Pan,80,0
98,Thematic,Skillet...Pan,80,NA
99,Thematic,Skillet...Pan,NA,0
100,Thematic,Skillet...Pan,50,1
101,Thematic,Skillet...Pan,100,1
102,Thematic,Skillet...Pan,40,1
103,Thematic,Skillet...Pan,50,NA
104,Thematic,Skillet...Pan,70,1
105,Thematic,Skillet...Pan,80,1
106,Thematic,Skillet...Pan,80,1
107,Thematic,Skillet...Pan,40,1
108,Thematic,Skillet...Pan,40,1
109,Thematic,Skillet...Pan,95,1
110,Thematic,Skillet...Pan,86,1
111,Thematic,Skillet...Pan,100,1
112,Thematic,Skillet...Pan,80,1
113,Thematic,Skillet...Pan,85,0
114,Thematic,Skillet...Pan,NA,NA
115,Thematic,Skillet...Pan,90,1
116,Thematic,Skillet...Pan,90,1
117,Thematic,Skillet...Pan,100,1
118,Thematic,Skillet...Pan,90,1
119,Thematic,Skillet...Pan,NA,1
120,Thematic,Skillet...Pan,3,0
121,Thematic,Skillet...Pan,90,1
122,Thematic,Skillet...Pan,100,1
123,Thematic,Skillet...Pan,90,1
124,Thematic,Skillet...Pan,90,1
125,Thematic,Skillet...Pan,80,1
126,Thematic,Skillet...Pan,80,1
127,Thematic,Skillet...Pan,90,1
128,Thematic,Skillet...Pan,100,1
129,Thematic,Skillet...Pan,0,1
130,Thematic,Skillet...Pan,90,1
131,Thematic,Skillet...Pan,100,1
132,Thematic,Skillet...Pan,90,1
133,Thematic,Skillet...Pan,85,1
314,Thematic,Skillet...Pan,90,1
135,Thematic,Skillet...Pan,95,1
136,Thematic,Skillet...Pan,70,0
137,Thematic,Skillet...Pan,60,0
138,Thematic,Skillet...Pan,80,1
139,Thematic,Skillet...Pan,45,NA
140,Thematic,Skillet...Pan,90,NA
141,Thematic,Skillet...Pan,100,1
142,Thematic,Skillet...Pan,90,1
143,Thematic,Skillet...Pan,100,1
144,Thematic,Skillet...Pan,NA,0
145,Thematic,Skillet...Pan,75,1
146,Thematic,Skillet...Pan,90,1
147,Semantic,Skillet...Pan,90,1
148,Semantic,Skillet...Pan,90,1
149,Semantic,Skillet...Pan,100,1
150,Semantic,Skillet...Pan,80,1
151,Semantic,Skillet...Pan,87,NA
152,Semantic,Skillet...Pan,65,NA
153,Semantic,Skillet...Pan,10,0
154,Semantic,Skillet...Pan,65,1
155,Semantic,Skillet...Pan,NA,0
156,Semantic,Skillet...Pan,95,1
157,Semantic,Skillet...Pan,90,1
158,Semantic,Skillet...Pan,75,1
159,Semantic,Skillet...Pan,50,1
160,Semantic,Skillet...Pan,100,0
161,Semantic,Skillet...Pan,75,0
162,Semantic,Skillet...Pan,95,1
163,Semantic,Skillet...Pan,60,1
164,Semantic,Skillet...Pan,75,1
165,Semantic,Skillet...Pan,70,1
166,Semantic,Skillet...Pan,100,1
167,Semantic,Skillet...Pan,80,0
168,Semantic,Skillet...Pan,84,0
169,Semantic,Skillet...Pan,100,1
170,Semantic,Skillet...Pan,75,1
171,Semantic,Skillet...Pan,45,1
172,Semantic,Skillet...Pan,100,1
173,Semantic,Skillet...Pan,85,1
174,Semantic,Skillet...Pan,60,1
175,Semantic,Skillet...Pan,100,1
176,Semantic,Skillet...Pan,100,1
177,Semantic,Skillet...Pan,100,1
178,Semantic,Skillet...Pan,0,NA
179,Semantic,Skillet...Pan,100,1
180,Semantic,Skillet...Pan,100,1
181,Semantic,Skillet...Pan,90,1
182,Semantic,Skillet...Pan,100,0
183,Semantic,Skillet...Pan,75,1
184,Semantic,Skillet...Pan,80,1
185,Semantic,Skillet...Pan,52,0
186,Semantic,Skillet...Pan,90,1
187,Semantic,Skillet...Pan,100,1
188,Semantic,Skillet...Pan,80,1
189,Semantic,Skillet...Pan,99,1
190,Semantic,Skillet...Pan,70,0
191,Semantic,Skillet...Pan,70,0
192,Semantic,Skillet...Pan,20,1
193,Semantic,Skillet...Pan,60,1
194,Semantic,Skillet...Pan,100,1
195,Semantic,Skillet...Pan,100,1
196,Semantic,Skillet...Pan,75,0
197,Semantic,Skillet...Pan,NA,NA
198,Semantic,Skillet...Pan,40,1
199,Semantic,Skillet...Pan,100,1
200,Semantic,Skillet...Pan,89,1
201,Semantic,Skillet...Pan,80,1
202,Semantic,Skillet...Pan,90,1
203,Semantic,Skillet...Pan,100,1
204,Semantic,Skillet...Pan,89,1
205,Semantic,Skillet...Pan,100,1
206,Semantic,Skillet...Pan,50,NA
207,Semantic,Skillet...Pan,75,0
208,Semantic,Skillet...Pan,70,0
209,Semantic,Skillet...Pan,99,0
210,Semantic,Skillet...Pan,100,1
211,Semantic,Skillet...Pan,100,1
212,Semantic,Skillet...Pan,80,1
213,Semantic,Skillet...Pan,89,1
214,Semantic,Skillet...Pan,10,1
215,Semantic,Skillet...Pan,95,0
216,Semantic,Skillet...Pan,100,1
217,Semantic,Skillet...Pan,50,1
218,Semantic,Skillet...Pan,100,1
219,Semantic,Skillet...Pan,90,1
220,Semantic,Skillet...Pan,100,1
221,Semantic,Skillet...Pan,90,1
1,Associative,Soap...Shower,0,0
2,Associative,Soap...Shower,90,0
3,Associative,Soap...Shower,50,0
4,Associative,Soap...Shower,90,0
5,Associative,Soap...Shower,NA,NA
6,Associative,Soap...Shower,75,0
7,Associative,Soap...Shower,40,0
8,Associative,Soap...Shower,25,1
9,Associative,Soap...Shower,60,0
10,Associative,Soap...Shower,65,NA
11,Associative,Soap...Shower,100,1
12,Associative,Soap...Shower,20,1
13,Associative,Soap...Shower,80,0
14,Associative,Soap...Shower,22,0
15,Associative,Soap...Shower,15,0
16,Associative,Soap...Shower,95,0
17,Associative,Soap...Shower,40,NA
18,Associative,Soap...Shower,50,0
19,Associative,Soap...Shower,50,0
20,Associative,Soap...Shower,40,0
21,Associative,Soap...Shower,30,NA
22,Associative,Soap...Shower,98,0
23,Associative,Soap...Shower,60,1
24,Associative,Soap...Shower,55,1
25,Associative,Soap...Shower,45,1
26,Associative,Soap...Shower,80,1
27,Associative,Soap...Shower,50,0
28,Associative,Soap...Shower,30,0
29,Associative,Soap...Shower,65,0
30,Associative,Soap...Shower,75,0
31,Associative,Soap...Shower,NA,0
32,Associative,Soap...Shower,25,0
33,Associative,Soap...Shower,70,1
34,Associative,Soap...Shower,70,0
35,Associative,Soap...Shower,55,0
36,Associative,Soap...Shower,40,0
37,Associative,Soap...Shower,85,1
38,Associative,Soap...Shower,100,0
39,Associative,Soap...Shower,20,1
40,Associative,Soap...Shower,25,1
41,Associative,Soap...Shower,100,0
42,Associative,Soap...Shower,50,0
43,Associative,Soap...Shower,43,1
44,Associative,Soap...Shower,5,0
45,Associative,Soap...Shower,5,1
46,Associative,Soap...Shower,40,1
47,Associative,Soap...Shower,40,0
48,Associative,Soap...Shower,25,0
49,Associative,Soap...Shower,55,1
50,Associative,Soap...Shower,50,0
51,Associative,Soap...Shower,20,0
52,Associative,Soap...Shower,60,0
53,Associative,Soap...Shower,80,0
54,Associative,Soap...Shower,60,0
55,Associative,Soap...Shower,30,0
56,Associative,Soap...Shower,30,0
57,Associative,Soap...Shower,50,0
58,Associative,Soap...Shower,85,0
59,Associative,Soap...Shower,45,1
60,Associative,Soap...Shower,50,0
61,Associative,Soap...Shower,62,0
62,Associative,Soap...Shower,80,1
63,Associative,Soap...Shower,60,1
64,Associative,Soap...Shower,40,1
65,Associative,Soap...Shower,55,0
66,Associative,Soap...Shower,30,0
67,Associative,Soap...Shower,40,0
68,Associative,Soap...Shower,50,0
69,Associative,Soap...Shower,76,0
70,Associative,Soap...Shower,90,0
71,Associative,Soap...Shower,90,0
72,Associative,Soap...Shower,50,0
73,Associative,Soap...Shower,40,0
74,Associative,Soap...Shower,85,0
75,Associative,Soap...Shower,96,1
76,Associative,Soap...Shower,80,0
77,Associative,Soap...Shower,70,0
78,Associative,Soap...Shower,5,0
79,Thematic,Soap...Shower,20,0
80,Thematic,Soap...Shower,100,1
81,Thematic,Soap...Shower,40,0
82,Thematic,Soap...Shower,85,0
83,Thematic,Soap...Shower,50,1
84,Thematic,Soap...Shower,70,NA
85,Thematic,Soap...Shower,80,0
86,Thematic,Soap...Shower,NA,0
87,Thematic,Soap...Shower,85,0
88,Thematic,Soap...Shower,50,1
89,Thematic,Soap...Shower,80,0
90,Thematic,Soap...Shower,NA,NA
91,Thematic,Soap...Shower,70,0
92,Thematic,Soap...Shower,90,0
93,Thematic,Soap...Shower,88,0
94,Thematic,Soap...Shower,100,0
95,Thematic,Soap...Shower,20,0
96,Thematic,Soap...Shower,75,0
97,Thematic,Soap...Shower,70,0
98,Thematic,Soap...Shower,60,NA
99,Thematic,Soap...Shower,NA,0
100,Thematic,Soap...Shower,70,0
101,Thematic,Soap...Shower,75,1
102,Thematic,Soap...Shower,40,1
103,Thematic,Soap...Shower,66,0
104,Thematic,Soap...Shower,80,0
105,Thematic,Soap...Shower,20,0
106,Thematic,Soap...Shower,75,0
107,Thematic,Soap...Shower,45,0
108,Thematic,Soap...Shower,60,0
109,Thematic,Soap...Shower,75,0
110,Thematic,Soap...Shower,75,1
111,Thematic,Soap...Shower,100,0
112,Thematic,Soap...Shower,80,0
113,Thematic,Soap...Shower,98,0
114,Thematic,Soap...Shower,NA,NA
115,Thematic,Soap...Shower,60,1
116,Thematic,Soap...Shower,70,1
117,Thematic,Soap...Shower,60,0
118,Thematic,Soap...Shower,90,0
119,Thematic,Soap...Shower,NA,0
120,Thematic,Soap...Shower,25,0
121,Thematic,Soap...Shower,80,1
122,Thematic,Soap...Shower,75,0
123,Thematic,Soap...Shower,80,0
124,Thematic,Soap...Shower,80,0
125,Thematic,Soap...Shower,95,0
126,Thematic,Soap...Shower,90,0
127,Thematic,Soap...Shower,75,1
128,Thematic,Soap...Shower,50,0
129,Thematic,Soap...Shower,100,0
130,Thematic,Soap...Shower,90,1
131,Thematic,Soap...Shower,90,0
132,Thematic,Soap...Shower,80,0
133,Thematic,Soap...Shower,95,NA
314,Thematic,Soap...Shower,90,1
135,Thematic,Soap...Shower,70,0
136,Thematic,Soap...Shower,60,0
137,Thematic,Soap...Shower,80,0
138,Thematic,Soap...Shower,100,1
139,Thematic,Soap...Shower,54,NA
140,Thematic,Soap...Shower,80,NA
141,Thematic,Soap...Shower,90,1
142,Thematic,Soap...Shower,60,0
143,Thematic,Soap...Shower,100,0
144,Thematic,Soap...Shower,NA,0
145,Thematic,Soap...Shower,95,0
146,Thematic,Soap...Shower,70,0
147,Semantic,Soap...Shower,65,0
148,Semantic,Soap...Shower,80,1
149,Semantic,Soap...Shower,100,0
150,Semantic,Soap...Shower,60,1
151,Semantic,Soap...Shower,56,NA
152,Semantic,Soap...Shower,78,NA
153,Semantic,Soap...Shower,80,0
154,Semantic,Soap...Shower,40,1
155,Semantic,Soap...Shower,NA,0
156,Semantic,Soap...Shower,85,1
157,Semantic,Soap...Shower,65,0
158,Semantic,Soap...Shower,95,1
159,Semantic,Soap...Shower,75,1
160,Semantic,Soap...Shower,100,0
161,Semantic,Soap...Shower,78,0
162,Semantic,Soap...Shower,90,1
163,Semantic,Soap...Shower,50,NA
164,Semantic,Soap...Shower,50,0
165,Semantic,Soap...Shower,50,0
166,Semantic,Soap...Shower,100,0
167,Semantic,Soap...Shower,100,0
168,Semantic,Soap...Shower,38,0
169,Semantic,Soap...Shower,100,0
170,Semantic,Soap...Shower,75,1
171,Semantic,Soap...Shower,45,0
172,Semantic,Soap...Shower,100,1
173,Semantic,Soap...Shower,95,0
174,Semantic,Soap...Shower,30,1
175,Semantic,Soap...Shower,100,0
176,Semantic,Soap...Shower,90,1
177,Semantic,Soap...Shower,100,0
178,Semantic,Soap...Shower,100,1
179,Semantic,Soap...Shower,60,0
180,Semantic,Soap...Shower,80,0
181,Semantic,Soap...Shower,80,0
182,Semantic,Soap...Shower,85,0
183,Semantic,Soap...Shower,100,0
184,Semantic,Soap...Shower,100,0
185,Semantic,Soap...Shower,90,1
186,Semantic,Soap...Shower,90,0
187,Semantic,Soap...Shower,90,0
188,Semantic,Soap...Shower,70,0
189,Semantic,Soap...Shower,95,0
190,Semantic,Soap...Shower,90,NA
191,Semantic,Soap...Shower,80,0
192,Semantic,Soap...Shower,30,1
193,Semantic,Soap...Shower,99,0
194,Semantic,Soap...Shower,95,0
195,Semantic,Soap...Shower,100,1
196,Semantic,Soap...Shower,75,0
197,Semantic,Soap...Shower,NA,NA
198,Semantic,Soap...Shower,60,0
199,Semantic,Soap...Shower,50,1
200,Semantic,Soap...Shower,95,0
201,Semantic,Soap...Shower,71,1
202,Semantic,Soap...Shower,50,0
203,Semantic,Soap...Shower,100,0
204,Semantic,Soap...Shower,20,1
205,Semantic,Soap...Shower,90,0
206,Semantic,Soap...Shower,50,NA
207,Semantic,Soap...Shower,80,0
208,Semantic,Soap...Shower,70,0
209,Semantic,Soap...Shower,40,0
210,Semantic,Soap...Shower,100,1
211,Semantic,Soap...Shower,40,1
212,Semantic,Soap...Shower,0,1
213,Semantic,Soap...Shower,17,0
214,Semantic,Soap...Shower,100,NA
215,Semantic,Soap...Shower,70,0
216,Semantic,Soap...Shower,95,1
217,Semantic,Soap...Shower,90,1
218,Semantic,Soap...Shower,70,1
219,Semantic,Soap...Shower,30,0
220,Semantic,Soap...Shower,0,1
221,Semantic,Soap...Shower,50,0
1,Associative,Wash...Bath,100,0
2,Associative,Wash...Bath,55,0
3,Associative,Wash...Bath,65,0
4,Associative,Wash...Bath,90,1
5,Associative,Wash...Bath,NA,NA
6,Associative,Wash...Bath,20,1
7,Associative,Wash...Bath,17,0
8,Associative,Wash...Bath,30,1
9,Associative,Wash...Bath,30,0
10,Associative,Wash...Bath,80,NA
11,Associative,Wash...Bath,60,1
12,Associative,Wash...Bath,40,0
13,Associative,Wash...Bath,75,0
14,Associative,Wash...Bath,29,1
15,Associative,Wash...Bath,45,0
16,Associative,Wash...Bath,80,0
17,Associative,Wash...Bath,30,NA
18,Associative,Wash...Bath,75,0
19,Associative,Wash...Bath,70,0
20,Associative,Wash...Bath,70,0
21,Associative,Wash...Bath,30,NA
22,Associative,Wash...Bath,50,1
23,Associative,Wash...Bath,80,0
24,Associative,Wash...Bath,65,0
25,Associative,Wash...Bath,75,1
26,Associative,Wash...Bath,60,0
27,Associative,Wash...Bath,70,0
28,Associative,Wash...Bath,60,0
29,Associative,Wash...Bath,60,0
30,Associative,Wash...Bath,75,0
31,Associative,Wash...Bath,NA,0
32,Associative,Wash...Bath,65,1
33,Associative,Wash...Bath,40,0
34,Associative,Wash...Bath,100,0
35,Associative,Wash...Bath,75,0
36,Associative,Wash...Bath,95,0
37,Associative,Wash...Bath,80,0
38,Associative,Wash...Bath,90,0
39,Associative,Wash...Bath,10,1
40,Associative,Wash...Bath,15,0
41,Associative,Wash...Bath,89,0
42,Associative,Wash...Bath,50,0
43,Associative,Wash...Bath,84,0
44,Associative,Wash...Bath,40,0
45,Associative,Wash...Bath,20,0
46,Associative,Wash...Bath,60,1
47,Associative,Wash...Bath,85,0
48,Associative,Wash...Bath,85,0
49,Associative,Wash...Bath,60,0
50,Associative,Wash...Bath,60,0
51,Associative,Wash...Bath,25,0
52,Associative,Wash...Bath,70,0
53,Associative,Wash...Bath,100,1
54,Associative,Wash...Bath,10,0
55,Associative,Wash...Bath,30,1
56,Associative,Wash...Bath,15,0
57,Associative,Wash...Bath,90,0
58,Associative,Wash...Bath,87,0
59,Associative,Wash...Bath,45,1
60,Associative,Wash...Bath,80,0
61,Associative,Wash...Bath,78,1
62,Associative,Wash...Bath,78,0
63,Associative,Wash...Bath,40,0
64,Associative,Wash...Bath,50,0
65,Associative,Wash...Bath,80,0
66,Associative,Wash...Bath,60,0
67,Associative,Wash...Bath,30,0
68,Associative,Wash...Bath,50,0
69,Associative,Wash...Bath,89,0
70,Associative,Wash...Bath,95,0
71,Associative,Wash...Bath,90,1
72,Associative,Wash...Bath,90,0
73,Associative,Wash...Bath,20,0
74,Associative,Wash...Bath,90,0
75,Associative,Wash...Bath,50,NA
76,Associative,Wash...Bath,100,0
77,Associative,Wash...Bath,40,0
78,Associative,Wash...Bath,5,0
79,Thematic,Wash...Bath,30,0
80,Thematic,Wash...Bath,70,1
81,Thematic,Wash...Bath,55,0
82,Thematic,Wash...Bath,85,0
83,Thematic,Wash...Bath,70,1
84,Thematic,Wash...Bath,80,NA
85,Thematic,Wash...Bath,80,0
86,Thematic,Wash...Bath,NA,0
87,Thematic,Wash...Bath,50,1
88,Thematic,Wash...Bath,85,0
89,Thematic,Wash...Bath,50,1
90,Thematic,Wash...Bath,NA,NA
91,Thematic,Wash...Bath,85,0
92,Thematic,Wash...Bath,87,0
93,Thematic,Wash...Bath,15,0
94,Thematic,Wash...Bath,75,0
95,Thematic,Wash...Bath,80,1
96,Thematic,Wash...Bath,80,0
97,Thematic,Wash...Bath,70,0
98,Thematic,Wash...Bath,40,1
99,Thematic,Wash...Bath,NA,0
100,Thematic,Wash...Bath,90,0
101,Thematic,Wash...Bath,808,0
102,Thematic,Wash...Bath,40,1
103,Thematic,Wash...Bath,24,NA
104,Thematic,Wash...Bath,60,0
105,Thematic,Wash...Bath,20,1
106,Thematic,Wash...Bath,78,0
107,Thematic,Wash...Bath,70,1
108,Thematic,Wash...Bath,80,0
109,Thematic,Wash...Bath,65,0
110,Thematic,Wash...Bath,70,0
111,Thematic,Wash...Bath,100,0
112,Thematic,Wash...Bath,70,0
113,Thematic,Wash...Bath,85,0
114,Thematic,Wash...Bath,NA,NA
115,Thematic,Wash...Bath,80,1
116,Thematic,Wash...Bath,90,0
117,Thematic,Wash...Bath,80,0
118,Thematic,Wash...Bath,99,0
119,Thematic,Wash...Bath,NA,0
120,Thematic,Wash...Bath,5,0
121,Thematic,Wash...Bath,100,0
122,Thematic,Wash...Bath,100,0
123,Thematic,Wash...Bath,70,0
124,Thematic,Wash...Bath,90,1
125,Thematic,Wash...Bath,80,0
126,Thematic,Wash...Bath,90,0
127,Thematic,Wash...Bath,90,0
128,Thematic,Wash...Bath,100,0
129,Thematic,Wash...Bath,100,0
130,Thematic,Wash...Bath,90,0
131,Thematic,Wash...Bath,95,0
132,Thematic,Wash...Bath,90,0
133,Thematic,Wash...Bath,95,NA
314,Thematic,Wash...Bath,90,1
135,Thematic,Wash...Bath,85,1
136,Thematic,Wash...Bath,90,0
137,Thematic,Wash...Bath,90,0
138,Thematic,Wash...Bath,85,0
139,Thematic,Wash...Bath,34,NA
140,Thematic,Wash...Bath,80,NA
141,Thematic,Wash...Bath,80,0
142,Thematic,Wash...Bath,85,0
143,Thematic,Wash...Bath,100,0
144,Thematic,Wash...Bath,NA,NA
145,Thematic,Wash...Bath,90,0
146,Thematic,Wash...Bath,70,0
147,Semantic,Wash...Bath,40,0
148,Semantic,Wash...Bath,90,0
149,Semantic,Wash...Bath,100,0
150,Semantic,Wash...Bath,70,0
151,Semantic,Wash...Bath,56,NA
152,Semantic,Wash...Bath,45,NA
153,Semantic,Wash...Bath,90,0
154,Semantic,Wash...Bath,85,0
155,Semantic,Wash...Bath,NA,0
156,Semantic,Wash...Bath,65,0
157,Semantic,Wash...Bath,80,0
158,Semantic,Wash...Bath,75,0
159,Semantic,Wash...Bath,40,0
160,Semantic,Wash...Bath,100,0
161,Semantic,Wash...Bath,94,0
162,Semantic,Wash...Bath,65,1
163,Semantic,Wash...Bath,60,NA
164,Semantic,Wash...Bath,90,0
165,Semantic,Wash...Bath,70,1
166,Semantic,Wash...Bath,100,0
167,Semantic,Wash...Bath,100,0
168,Semantic,Wash...Bath,58,0
169,Semantic,Wash...Bath,100,0
170,Semantic,Wash...Bath,90,0
171,Semantic,Wash...Bath,40,0
172,Semantic,Wash...Bath,100,0
173,Semantic,Wash...Bath,90,0
174,Semantic,Wash...Bath,55,1
175,Semantic,Wash...Bath,100,0
176,Semantic,Wash...Bath,95,1
177,Semantic,Wash...Bath,100,0
178,Semantic,Wash...Bath,50,NA
179,Semantic,Wash...Bath,70,0
180,Semantic,Wash...Bath,100,0
181,Semantic,Wash...Bath,90,0
182,Semantic,Wash...Bath,90,1
183,Semantic,Wash...Bath,65,NA
184,Semantic,Wash...Bath,90,0
185,Semantic,Wash...Bath,80,0
186,Semantic,Wash...Bath,90,0
187,Semantic,Wash...Bath,100,1
188,Semantic,Wash...Bath,70,1
189,Semantic,Wash...Bath,94,1
190,Semantic,Wash...Bath,80,0
191,Semantic,Wash...Bath,70,0
192,Semantic,Wash...Bath,80,0
193,Semantic,Wash...Bath,70,1
194,Semantic,Wash...Bath,98,0
195,Semantic,Wash...Bath,90,1
196,Semantic,Wash...Bath,75,0
197,Semantic,Wash...Bath,NA,NA
198,Semantic,Wash...Bath,60,0
199,Semantic,Wash...Bath,70,0
200,Semantic,Wash...Bath,95,0
201,Semantic,Wash...Bath,9,0
202,Semantic,Wash...Bath,90,0
203,Semantic,Wash...Bath,25,0
204,Semantic,Wash...Bath,20,0
205,Semantic,Wash...Bath,100,0
206,Semantic,Wash...Bath,80,NA
207,Semantic,Wash...Bath,95,0
208,Semantic,Wash...Bath,80,0
209,Semantic,Wash...Bath,99,1
210,Semantic,Wash...Bath,100,0
211,Semantic,Wash...Bath,95,0
212,Semantic,Wash...Bath,70,0
213,Semantic,Wash...Bath,44,1
214,Semantic,Wash...Bath,100,1
215,Semantic,Wash...Bath,85,1
216,Semantic,Wash...Bath,100,1
217,Semantic,Wash...Bath,50,0
218,Semantic,Wash...Bath,80,0
219,Semantic,Wash...Bath,90,0
220,Semantic,Wash...Bath,0,0
221,Semantic,Wash...Bath,80,0
1,Associative,Orange...Tangerine,10,0
2,Associative,Orange...Tangerine,100,1
3,Associative,Orange...Tangerine,40,0
4,Associative,Orange...Tangerine,30,0
5,Associative,Orange...Tangerine,NA,NA
6,Associative,Orange...Tangerine,10,1
7,Associative,Orange...Tangerine,25,0
8,Associative,Orange...Tangerine,12,1
9,Associative,Orange...Tangerine,20,0
10,Associative,Orange...Tangerine,82,NA
11,Associative,Orange...Tangerine,100,1
12,Associative,Orange...Tangerine,15,0
13,Associative,Orange...Tangerine,40,0
14,Associative,Orange...Tangerine,8,0
15,Associative,Orange...Tangerine,25,0
16,Associative,Orange...Tangerine,25,1
17,Associative,Orange...Tangerine,20,NA
18,Associative,Orange...Tangerine,10,1
19,Associative,Orange...Tangerine,30,1
20,Associative,Orange...Tangerine,55,0
21,Associative,Orange...Tangerine,50,NA
22,Associative,Orange...Tangerine,70,0
23,Associative,Orange...Tangerine,60,1
24,Associative,Orange...Tangerine,30,0
25,Associative,Orange...Tangerine,13,1
26,Associative,Orange...Tangerine,15,1
27,Associative,Orange...Tangerine,70,0
28,Associative,Orange...Tangerine,20,1
29,Associative,Orange...Tangerine,50,1
30,Associative,Orange...Tangerine,75,0
31,Associative,Orange...Tangerine,NA,1
32,Associative,Orange...Tangerine,10,0
33,Associative,Orange...Tangerine,20,1
34,Associative,Orange...Tangerine,50,0
35,Associative,Orange...Tangerine,30,1
36,Associative,Orange...Tangerine,80,1
37,Associative,Orange...Tangerine,95,1
38,Associative,Orange...Tangerine,85,0
39,Associative,Orange...Tangerine,10,0
40,Associative,Orange...Tangerine,20,0
41,Associative,Orange...Tangerine,100,0
42,Associative,Orange...Tangerine,80,1
43,Associative,Orange...Tangerine,54,1
44,Associative,Orange...Tangerine,1,1
45,Associative,Orange...Tangerine,10,0
46,Associative,Orange...Tangerine,80,1
47,Associative,Orange...Tangerine,50,0
48,Associative,Orange...Tangerine,50,1
49,Associative,Orange...Tangerine,20,1
50,Associative,Orange...Tangerine,40,0
51,Associative,Orange...Tangerine,30,0
52,Associative,Orange...Tangerine,70,0
53,Associative,Orange...Tangerine,70,0
54,Associative,Orange...Tangerine,65,1
55,Associative,Orange...Tangerine,20,1
56,Associative,Orange...Tangerine,15,1
57,Associative,Orange...Tangerine,30,0
58,Associative,Orange...Tangerine,84,1
59,Associative,Orange...Tangerine,60,1
60,Associative,Orange...Tangerine,20,1
61,Associative,Orange...Tangerine,30,1
62,Associative,Orange...Tangerine,92,1
63,Associative,Orange...Tangerine,55,1
64,Associative,Orange...Tangerine,60,1
65,Associative,Orange...Tangerine,5,0
66,Associative,Orange...Tangerine,70,0
67,Associative,Orange...Tangerine,20,0
68,Associative,Orange...Tangerine,5,1
69,Associative,Orange...Tangerine,56,1
70,Associative,Orange...Tangerine,80,0
71,Associative,Orange...Tangerine,90,0
72,Associative,Orange...Tangerine,80,NA
73,Associative,Orange...Tangerine,20,1
74,Associative,Orange...Tangerine,80,1
75,Associative,Orange...Tangerine,96,1
76,Associative,Orange...Tangerine,75,0
77,Associative,Orange...Tangerine,40,0
78,Associative,Orange...Tangerine,5,0
79,Thematic,Orange...Tangerine,18,1
80,Thematic,Orange...Tangerine,100,1
81,Thematic,Orange...Tangerine,40,1
82,Thematic,Orange...Tangerine,45,0
83,Thematic,Orange...Tangerine,20,1
84,Thematic,Orange...Tangerine,90,NA
85,Thematic,Orange...Tangerine,70,0
86,Thematic,Orange...Tangerine,NA,1
87,Thematic,Orange...Tangerine,50,0
88,Thematic,Orange...Tangerine,20,1
89,Thematic,Orange...Tangerine,90,1
90,Thematic,Orange...Tangerine,NA,NA
91,Thematic,Orange...Tangerine,50,0
92,Thematic,Orange...Tangerine,29,0
93,Thematic,Orange...Tangerine,23,1
94,Thematic,Orange...Tangerine,50,1
